player_id,team_id,p_firstname,p_lastname,p_age,p_nationality,season
14110,824,Michael Vinicio,Barquero Abarca,32.0,Costa Rica,2023
14117,824,Denilson Jhonn,Mora Marín,24.0,Costa Rica,2023
14223,824,Sebastián Gerardo,Castro Rodríguez,23.0,Costa Rica,2023
57689,824,Cristian David,Zúñiga Pino,32.0,Colombia,2023
57879,824,Luis Alberto,Zúñiga Andrade,27.0,Panama,2023
79705,824,Andrés,Gómez Rodríguez,24.0,Costa Rica,2023
95039,824,Sergio Jordan,Moreno Aparicio,31.0,Panama,2023
108459,824,Lorenzo Felipe,Orellano Vallejo,26.0,Colombia,2023
262606,824,Derrickson Jeikel,Quirós Sánchez,22.0,Costa Rica,2023
294935,824,Juan Gerardo,Villalobos de la Espada,24.0,Panama,2023
297398,824,Joshua,Parra Mesén,23.0,Costa Rica,2023
308627,824,Carlos Alberto,Rivera Lucero,20.0,Panama,2023
330387,824,Sebastián,Araya Elizondo,20.0,Costa Rica,2023
346692,824,Gary,Arrieta Myrie,19.0,Honduras,2023
366680,824,Jefferson Steven,Sánchez Galloway,23.0,Costa Rica,2023
375009,824,Brayton Oniel,Lewis Baker,19.0,Costa Rica,2023
391731,824,Denilson Derrick,Canales León,21.0,Costa Rica,2023
426101,824,Brandon Bryan,Matarrita Castrillo,19.0,Costa Rica,2023
13876,824,Luis José,Hernández Paniagua,26.0,Costa Rica,2023
13886,824,Randy Yormein,Chirino Serrano,28.0,Costa Rica,2023
14038,824,Jhamir Kareem,Ordain Alexander,31.0,Costa Rica,2023
14107,824,Juan Diego,Madrigal Espinoza,37.0,Costa Rica,2023
14118,824,Anderson Jesús,Núñez Ruiz,26.0,Costa Rica,2023
14120,824,Armando José,Ruiz Cole,23.0,Costa Rica,2023
14121,824,Reimond Ademar,Salas Gómez,30.0,Costa Rica,2023
14123,824,Edder Gerardo,Solórzano Leal,29.0,Costa Rica,2023
14128,824,Denilson,Mason Gutiérrez,26.0,Costa Rica,2023
14129,824,Starling Donney,Matarrita González,34.0,Costa Rica,2023
57864,824,Óscar Antonio,Linton Bethancourt,31.0,Panama,2023
79738,824,Jordan Hakeem,Smith Wint,33.0,Costa Rica,2023
79740,824,Rigoberto Alonso,Jiménez Chavarría,35.0,Costa Rica,2023
195501,824,Jordy Jafeth,Evans Solano,22.0,Costa Rica,2023
199550,824,Jeremy,Gómez Stuart,23.0,Costa Rica,2023
305795,824,Jourgen Isacc,Salas Ortega,23.0,Costa Rica,2023
351414,824,Gersell Emanuel,Carvajal Salas,20.0,Costa Rica,2023
426886,824,Samir Alexander,Taylor Dosman,20.0,Costa Rica,2023
443137,824,Keylor Johel,Jiménez Ríos,19.0,Costa Rica,2023
454697,824,Jackson,Matarrita Araya,20.0,Costa Rica,2023
13872,824,Francisco Alejandro,Gómez Bermúdez,35.0,Costa Rica,2023
14100,824,Bryan Alejandro,Morales Carrillo,31.0,Costa Rica,2023
14136,824,Alvin Jamier,Bennett Freckleton,30.0,Costa Rica,2023
32351,824,Cardel Cardus,Benbow,29.0,Jamaica,2023
79697,824,Luis Alejandro,Barrientos Arguedas,26.0,Costa Rica,2023
146189,824,Royner Andrey,Rojas Dinarte,22.0,Costa Rica,2023
295229,824,Adán Alberto,Clímaco Calderón,23.0,El Salvador,2023
426100,824,Heiner Iker,Sanabria Aguilar,21.0,Costa Rica,2023
270487,2044,Haxzel,Quirós Cruz,25.0,Costa Rica,2023
156037,2044,Ariel Isaac,Araúz Ártola,22.0,Costa Rica,2023
297583,2044,Jeyland Yahir,Mitchell Baltodano,19.0,Costa Rica,2023
102552,2044,Walter Eduardo,Cortés Pérez,23.0,Costa Rica,2023
35866,2044,Antonio Ignacio,Torres Carrillo,27.0,Mexico,2023
74985,2044,Mateo Martín,Escobar,28.0,Argentina,2023
418635,2044,Dylan Iván,Carrillo Carrillo,18.0,Costa Rica,2023
324757,2044,Fernando José,Piñar Piñar,22.0,Costa Rica,2023
415589,2044,Manuel,Solano Masís,22.0,Costa Rica,2023
416995,2044,José Mario,Hernández Rojas,,Costa Rica,2023
346904,2044,Estiven Josué,Montiel Molina,18.0,Costa Rica,2023
417566,2044,Eydan Yamil,Mora Campos,17.0,Costa Rica,2023
324760,2044,Diego Armando,Velásquez Fonseca,20.0,Costa Rica,2023
328283,2044,Rodiney Fermín,Leal Medina,22.0,Costa Rica,2023
407487,2044,Denilson José,Ampié González,16.0,Costa Rica,2023
333859,2044,Derek Daniel,Aguirre Porras,17.0,Costa Rica,2023
14115,2044,Mauricio Jesús,Salas Vargas,26.0,Costa Rica,2023
119863,2044,Dayron Miguel,Sánchez Briceño,23.0,Costa Rica,2023
435615,2044,Carlos Daniel,Ferreto Guevara,,Costa Rica,2023
13931,2044,Yuaycell Shamir,Wright Parks,31.0,Costa Rica,2023
404749,2044,Kevin Javier,Arroyo Estupiñán,22.0,Colombia,2023
14150,2044,Diego Jesús,Díaz Porras,36.0,Costa Rica,2023
263332,2044,Géiner Leonardo,Castillo Rojas,23.0,Costa Rica,2023
35701,2044,Erick Estefano,Torres Padilla,31.0,Mexico,2023
289297,2044,Shawn,Johnson Edwards,21.0,Costa Rica,2023
14131,2044,Steven Andrey,Williams Barnett,37.0,Costa Rica,2023
378975,2044,Randy Mauricio,Vega Gutiérrez,23.0,Costa Rica,2023
404177,2044,José Francisco,Ugalde Víquez,29.0,Costa Rica,2023
36384,2044,Joaquín Alonso,Hernández García,30.0,USA,2023
125214,2044,José Pablo,Córdoba Pérez,26.0,Costa Rica,2023
454696,2044,Michael Steven,Rodríguez Ibáñez,19.0,El Salvador,2023
36237,2044,Sergio Alfonso,Rodríguez Aguilera,29.0,Mexico,2023
79706,2044,José Alejandro,Porras Montero,29.0,Costa Rica,2023
270493,2044,Josimar Ademir,Olivero Rodríguez,32.0,Costa Rica,2023
27428,2044,Marco Antonio,Granados Villegas,28.0,Mexico,2023
346907,2044,Gustavo Andrés,Muñoz Rodríguez,20.0,Costa Rica,2023
454695,2044,Alejandro,López Paniagua,23.0,Costa Rica,2023
14161,2044,Greivin,Méndez Venegas,32.0,Costa Rica,2023
13972,2044,Marvin Lorenzo,Esquivel Paz,31.0,Costa Rica,2023
289780,2044,Ryan Germaine,Cane Box,21.0,Costa Rica,2023
406727,2044,Dariel Andrey,Castrillo Obando,23.0,Costa Rica,2023
264220,2044,Rodrigo Alonso,Garita Valverde,31.0,Costa Rica,2023
404115,2044,Emerson Gerardo,Bravo Ramos,24.0,Costa Rica,2023
79692,2044,Joseph,Bolaños Valverde,26.0,Costa Rica,2023
452890,2044,Jefferson Gael,Alpízar Corrales,20.0,Costa Rica,2023
27469,2044,Roy Alexander,Smith Lewis,34.0,Costa Rica,2023
14220,2044,Pablo Andrés,Morera Jara,27.0,Costa Rica,2023
126654,2044,Yeison,Molina Ruiz,28.0,Costa Rica,2023
426094,2044,Andrés,Jara Cabezas,26.0,Costa Rica,2023
375017,2044,Jemark Gersinio,Hernández Hall,30.0,Costa Rica,2023
36063,2044,Antonny Adrián,Monreal de la Cruz,30.0,Mexico,2023
13934,2044,Jairo Alexander,Monge Ruiz,31.0,Costa Rica,2023
414848,2044,Jairo Andrés,Mejía Martínez,21.0,Costa Rica,2023
13916,2044,Kendall José,Porras Cubero,22.0,Costa Rica,2023
13837,2044,Pedro Luis,Leal Valencia,35.0,Costa Rica,2023
375017,2045,Jemark Gersinio,Hernández Hall,29.0,Costa Rica,2023
264220,2045,Rodrigo Alonso,Garita Valverde,30.0,Costa Rica,2023
378975,2045,Randy,Vega Gutiérrez,22.0,Costa Rica,2023
13954,2045,Berny Thomas,Burke Montiel,27.0,Costa Rica,2023
375012,2045,Anthony William,Hernández González,22.0,Costa Rica,2023
79725,2045,William Albán,Fernández González,29.0,Costa Rica,2023
14007,2045,José Miguel,Cubero Loría,36.0,Costa Rica,2023
126653,2045,Yonaiker Samir,Mora González,24.0,Costa Rica,2023
79685,2045,Kenneth Alejandro,Carvajal Mondragón,26.0,Costa Rica,2023
14092,2045,Kevin Alberto,Sancho Ramos,39.0,Costa Rica,2023
13983,2045,Kevin Enrique,Vega Garro,31.0,Costa Rica,2023
14197,2045,Guillermo,Barrera Apú,23.0,Costa Rica,2023
404118,2045,Joel Mauricio,Duarte Jirón,20.0,Costa Rica,2023
404750,2045,José Adrián,López Rojas,17.0,Costa Rica,2023
330217,2045,Carlos Alberto,Rodríguez Salguero,22.0,Panama,2023
14024,2045,Róger Fabricio,Rojas Lazo,33.0,Honduras,2023
14053,2045,Víctor Alfonso,Pérez Zabala,33.0,Venezuela,2023
437790,2045,Joandrick,Sánchez Barquero,18.0,Costa Rica,2023
79679,2045,Lautaro Jesús,Ayala,26.0,Argentina,2023
437789,2045,Dereck,Cordero Alvarado,,Costa Rica,2023
125668,2045,Adrián,Lozano Magallanes,24.0,Mexico,2023
404119,2045,Luis Maikel,Villalobos Moscoso,19.0,Costa Rica,2023
79659,2045,Daniel Alberto,Quirós Pérez,31.0,Costa Rica,2023
58194,2045,Jesús Jonathan,Vera,34.0,Argentina,2023
13899,2045,Guido Antonio,Jiménez López,27.0,Costa Rica,2023
379986,2045,Justin Alexander,Roques Rodríguez,23.0,Costa Rica,2023
102435,2045,César Miguel,Romero Moncada,25.0,Honduras,2023
14230,2045,Randall Francisco,Aguinaga Guevara,27.0,Nicaragua,2023
166828,2045,Jostin,Tellería Alfaro,21.0,Costa Rica,2023
67903,2045,Raúl Andrés,Tarragona Lemos,37.0,Uruguay,2023
333637,2045,Doryan Jovanny,Rodríguez Soto,21.0,Costa Rica,2023
14023,2045,Keylor Guillermo,Ramírez Quirós,24.0,Costa Rica,2023
14126,2045,Brayan Steven,López Ramírez,34.0,Nicaragua,2023
291177,2045,Juan Pablo,Ledezma Porras,19.0,Costa Rica,2023
57906,2045,Ansony Alejandro,Frías González,23.0,Panama,2023
13896,2045,Julen,Cordero González,23.0,Costa Rica,2023
416376,2045,Carlos Andrés,Cordero Gamboa,22.0,Costa Rica,2023
14149,2045,Keyder Kurgel,Bernard Cordero,28.0,Costa Rica,2023
14016,2045,Barlon Andrés,Sequeira Sibaja,26.0,Costa Rica,2023
14163,2045,Rashir Shakir,Parkins Harris,23.0,Costa Rica,2023
79681,2045,Andrey Gerardo,Mora Matarrita,28.0,Costa Rica,2023
454009,2045,Jefferson Josué,Jiménez,,Costa Rica,2023
79820,2045,Pablo Roberto,Herrera Barrantes,37.0,Costa Rica,2023
14084,2045,José Eduardo,Leiva Rojas,32.0,Costa Rica,2023
255116,2045,Luis Miguel,Franco Zamora,31.0,Mexico,2023
14147,2045,Raheem Giusseppe,Cole Martínez,25.0,Costa Rica,2023
214248,2045,Amferny Stward,Arias Sinclair,24.0,Costa Rica,2023
377198,2045,Krisler Jesús,Villalobos Chavarría,29.0,Costa Rica,2023
57668,2045,Jean Carlos,Sánchez Rose,25.0,Panama,2023
455263,2045,Jorge Luis,Roques García,23.0,Costa Rica,2023
13877,2045,Jaikel Lloyd,Medina Scarlett,32.0,Costa Rica,2023
428024,2045,Marco Antonio,Gutiérrez Vega,30.0,Costa Rica,2023
13904,2045,Asdrúbal Enrique,Gibbons Hidalgo,37.0,Costa Rica,2023
14070,2045,Randal José,Cordero Aguilar,28.0,Costa Rica,2023
125211,2045,Junior Antonio,Delgado Solís,31.0,Costa Rica,2023
426739,2045,Nelson Santiago,Cantillo Romero,23.0,Colombia,2023
13987,2045,Miguel Andrés,Ajú Alfaro,25.0,Costa Rica,2023
79683,2045,Luis Fernando,Torres Brenes,39.0,Costa Rica,2023
79705,2045,Andrés,Gómez Rodríguez,24.0,Costa Rica,2023
14050,2045,Yoserth,Hernández Loría,28.0,Costa Rica,2023
375018,2045,Kliver Stuart,Gómez Salas,24.0,Costa Rica,2023
289296,2047,Dylan Andrés,Moraga Corrales,20.0,Costa Rica,2023
14016,2047,Barlon Andres,Sequeira Sibaja,25.0,Costa Rica,2023
14126,2047,Brayan Steven,López Ramírez,33.0,Nicaragua,2023
79740,2047,Rigoberto Alonso,Jiménez Chavarría,34.0,Costa Rica,2023
79683,2047,Luis Fernando,Torres Brenes,38.0,Costa Rica,2023
14010,2047,Anthony Josué,López Muñoz,27.0,Costa Rica,2023
79707,2047,Henrique,Moura Perillo,32.0,Brazil,2023
411179,2047,Pablo Sebastián,Quesada Sequeira,17.0,Costa Rica,2023
14096,2047,Francisco Javier,Rodríguez Hernández,30.0,Costa Rica,2023
92643,2047,Brian Aarón,Martínez Nava,27.0,Mexico,2023
13941,2047,Rándall,Azofeifa Corrales,39.0,Costa Rica,2023
439772,2047,Stuart,Arce Calderón,20.0,Costa Rica,2023
432083,2047,Jeremy,Montero Segura,20.0,Costa Rica,2023
438941,2047,Dylan Alexis,Ramírez Bolaños,18.0,Costa Rica,2023
326874,2047,José Antonio,Mora Treminio,20.0,Costa Rica,2023
79731,2047,Bryan Isaías,Vega Chaves,33.0,Costa Rica,2023
382985,2047,Fabio Francisco,Coronado Quesada,22.0,Costa Rica,2023
14007,2047,José Miguel,Cubero Loría,37.0,Costa Rica,2023
35501,2047,Juan José,Calero Sierra,26.0,Colombia,2023
166828,2047,Jostin,Tellería Alfaro,21.0,Costa Rica,2023
81661,2047,Horacio Joaquín,Aguirre Santellán,33.0,Uruguay,2023
126842,2047,Víctor Manuel,Medina Cunningham,23.0,Panama,2023
412120,2047,Luis Adolfo,Feoli García,20.0,Costa Rica,2023
35891,2047,Luis Guillermo,Madrigal Gutiérrez,31.0,Mexico,2023
413029,2047,Gustavo Andrés,Feoli García,20.0,Costa Rica,2023
146189,2047,Royner Andrey,Rojas Dinarte,22.0,Costa Rica,2023
324113,2047,Steven Alonso,Cárdenas Vargas,33.0,Costa Rica,2023
14056,2047,Harry José,Rojas Cabezas,28.0,Costa Rica,2023
14014,2047,José Paulo,Rodríguez Santamaría,23.0,Costa Rica,2023
14227,2047,Nextaly,Rodríguez Medina,26.0,Nicaragua,2023
27544,2047,José Alejandro,Reyes Cerna,27.0,Honduras,2023
13916,2047,Kendall José,Porras Cubero,22.0,Costa Rica,2023
2844,2047,José Guillermo,Mora Campos,32.0,Costa Rica,2023
163836,2047,Luis Alejandro,Flores Cordero,30.0,Costa Rica,2023
35882,2047,Michael,Pérez Ortiz,31.0,Mexico,2023
375552,2047,Johan Josué,Bonilla Calderón,28.0,Costa Rica,2023
14077,2047,Ariel Román,Soto González,32.0,Costa Rica,2023
2835,2047,Ian Rey,Smith Quirós,26.0,Costa Rica,2023
13880,2047,Yostin Jafet,Salinas Phillips,26.0,Costa Rica,2023
13907,2047,Mauricio de Jesús,Núñez Morales,31.0,Costa Rica,2023
13999,2047,Christopher Josué,Meneses Barrantes,34.0,Costa Rica,2023
35624,2047,Luis Donaldo,Hernández González,26.0,Mexico,2023
102552,2047,Walter Eduardo,Cortés Pérez,24.0,Costa Rica,2023
2833,2047,Giancarlo,González Castro,36.0,Costa Rica,2023
13903,2047,Dennis Esteban,Castillo Romero,31.0,Costa Rica,2023
324774,2047,Leonardo Estefano,Quirós Collina,21.0,Costa Rica,2023
14027,2047,Erick Adonis,Pineda Solís,27.0,Costa Rica,2023
14033,2047,Kevin José,Fajardo Martínez,35.0,Costa Rica,2023
1329,561,Antonio,Marin,22.0,Croatia,2023
7852,561,Momo,Yansane,27.0,Guinea,2023
14270,561,Filip,Braut,21.0,Croatia,2023
14280,561,Denis,Bušnja,23.0,Croatia,2023
14428,561,Bruno,Bogojević,26.0,Croatia,2023
14565,561,Prince Obeng,Ampem,25.0,Ghana,2023
14887,561,Deni,Jurić,26.0,Australia,2023
19082,561,Mario,Vrančić,34.0,Bosnia and Herzegovina,2023
31227,561,Anton,Krešić,27.0,Croatia,2023
53627,561,Mikhail,Merkulov,29.0,Russia,2023
64344,561,Bernard,Karrica,22.0,Albania,2023
202951,561,Franjo,Ivanović,21.0,Croatia,2023
282449,561,Karlo,Valjan,21.0,Croatia,2023
315462,561,Duje,Dujmović,20.0,Croatia,2023
341614,561,Marino,Kukoč,19.0,Croatia,2023
392100,561,Andro,Babić,19.0,Croatia,2023
392101,561,Niko,Gajzler,20.0,Croatia,2023
427268,561,Nikola,Medojević,19.0,Montenegro,2023
442741,561,Matej,Momčilovski,19.0,Croatia,2023
442742,561,Roko,Valinčić,18.0,Croatia,2023
1307,561,Emir,Dilaver,33.0,Austria,2023
13554,561,Jorge Leonardo,Obregón Rojas,27.0,Colombia,2023
14266,561,Ivan,Smolčić,24.0,Croatia,2023
14301,561,Stjepan,Radeljić,27.0,Bosnia and Herzegovina,2023
14308,561,Alen,Grgić,30.0,Croatia,2023
14358,561,Marijan,Čabraja,27.0,Croatia,2023
14705,561,Niko,Janković,23.0,Croatia,2023
30413,561,Marko,Pjaca,29.0,Croatia,2023
108453,561,Lindon,Selahi,25.0,Albania,2023
109714,561,Dejan,Petrovič,26.0,Slovenia,2023
135957,561,Veldin,Hodža,22.0,Croatia,2023
161702,561,Danilo Filipe,Melo Veiga,22.0,Portugal,2023
264614,561,Djibrilla,Ibrahim Mossi,22.0,Niger,2023
267726,561,Damjan,Pavlović,23.0,Serbia,2023
282448,561,Dominik,Simčić,21.0,Croatia,2023
284869,561,Toni,Fruk,23.0,Croatia,2023
295541,561,Tino,Agić,22.0,Croatia,2023
362494,561,Noel,Bodetić,20.0,Croatia,2023
363198,561,Steven,Juncaj,26.0,USA,2023
395690,561,Antonio,Galešić,21.0,Croatia,2023
70,561,Matej,Mitrović,31.0,Croatia,2023
14285,561,Ivan,Lepinjica,25.0,Croatia,2023
14286,561,Adrian,Liber,23.0,Croatia,2023
14410,561,Bruno,Goda,26.0,Croatia,2023
14553,561,Nediljko,Labrović,25.0,Croatia,2023
21033,561,Emmanuel Justine Rabby,Banda,27.0,Zambia,2023
21142,561,Mateo,Pavlović,34.0,Croatia,2023
46023,561,Andrija,Vukčević,28.0,Montenegro,2023
47308,561,Näis,Djouahra,25.0,France,2023
61280,561,David Samuel,Nwolokor,28.0,Nigeria,2023
108370,561,Martin,Zlomislić,26.0,Bosnia and Herzegovina,2023
215840,561,Silvio,Ilinković,22.0,Bosnia and Herzegovina,2023
260865,561,Marco,Pašalić,24.0,Croatia,2023
263476,561,Niko,Galešić,23.0,Croatia,2023
263846,561,Aleksa,Todorović,20.0,Serbia,2023
292543,561,Matija,Frigan,21.0,Croatia,2023
14351,608,Emir,Sahiti,26.0,Kosovo,2023
14423,608,Ivan,Dolček,24.0,Croatia,2023
14588,608,Karlo,Sentić,23.0,Croatia,2023
28346,608,Gergő,Lovrencsics,36.0,Hungary,2023
31563,608,Aleksandar,Trajkovski,32.0,North Macedonia,2023
41280,608,Josip,Vuković,32.0,Croatia,2023
119685,608,David,Čolina,24.0,Croatia,2023
126314,608,Ivan,Ćalušić,25.0,Croatia,2023
215883,608,Madžid,Šošić,22.0,Bosnia and Herzegovina,2023
215929,608,Luka,Škaričić,22.0,Croatia,2023
270226,608,Tino Blaž,Lauš,23.0,Croatia,2023
282961,608,Elvis,Letaj,21.0,Kosovo,2023
292220,608,Ivan,Krolo,21.0,Croatia,2023
340564,608,Mate,Antunović,19.0,Croatia,2023
340565,608,Franjo,Lazar,21.0,Croatia,2023
340569,608,Filip,Čuić,21.0,Bosnia and Herzegovina,2023
340570,608,Jere,Vrcić,20.0,Croatia,2023
354876,608,Mateo,Jurić-Petrašilo,20.0,Croatia,2023
354877,608,Niko,Đolonga,20.0,Croatia,2023
392261,608,Tomislav,Arković,18.0,Croatia,2023
57,608,Nikola,Kalinić,36.0,Croatia,2023
207,608,Ivan,Perišić,35.0,Croatia,2023
566,608,Francisco,Reis Ferreira,27.0,Portugal,2023
574,608,Filip,Krovinović,29.0,Croatia,2023
611,608,Marko,Livaja,31.0,Croatia,2023
1267,608,Yassine Otmane,Benrahou,25.0,Morocco,2023
2762,608,Josip,Brekalo,26.0,Croatia,2023
8485,608,Vadis,Odjidja-Ofoe,35.0,Belgium,2023
14305,608,Mihael,Žaper,26.0,Croatia,2023
14310,608,László,Kleinheisler,30.0,Hungary,2023
14342,608,Anthony,Kalik,27.0,Australia,2023
14417,608,Zvonimir,Šarlija,28.0,Croatia,2023
25369,608,Josip,Elez,30.0,Croatia,2023
26312,608,Leon,Dajaku,23.0,Germany,2023
53600,608,Filip,Uremović,27.0,Croatia,2023
81756,608,Dino,Mikanović,30.0,Croatia,2023
270203,608,Ivan,Ćubelić,21.0,Croatia,2023
340566,608,Šimun,Hrgović,20.0,Croatia,2023
340571,608,Rokas,Pukštas,20.0,USA,2023
416901,608,Niko Kristian,Sigur,21.0,Croatia,2023
2758,608,Lovre,Kalinić,34.0,Croatia,2023
7072,608,Lukas,Grgić,29.0,Austria,2023
7430,608,Ivan,Lučić,29.0,Austria,2023
20941,608,Ismaël Jean Chester,Diallo,27.0,Côte d'Ivoire,2023
31077,608,Stefan,Simič,29.0,Czechia,2023
31457,608,Marco Ezio,Fossati,32.0,Italy,2023
41172,608,Toni,Borevković,27.0,Croatia,2023
41440,608,Fahd,Moufi,28.0,Morocco,2023
50026,608,Chidozie Collins,Awaziem,27.0,Nigeria,2023
50027,608,Dario,Melnjak,32.0,Croatia,2023
50231,608,Jani,Atanasov,25.0,North Macedonia,2023
91457,608,Jan,Mlakar,26.0,Slovenia,2023
292514,608,Toni,Silić,20.0,Croatia,2023
301465,608,Agustín,Anello Giaquinta,22.0,USA,2023
340572,608,Dominik,Prpić,20.0,Croatia,2023
340671,608,Marko,Capan,20.0,Croatia,2023
364812,608,Roko,Brajković,19.0,Croatia,2023
387520,608,Borna,Buljan,19.0,Croatia,2023
387521,608,Luka,Vušković,17.0,Croatia,2023
406800,608,Ante,Kavelj,19.0,Croatia,2023
3575,616,Enis,Çokaj,25.0,Albania,2023
14377,616,Kristijan,Lovrić,29.0,Croatia,2023
14491,616,Ramón Nazareno,Mierez,27.0,Argentina,2023
48404,616,Petar,Brlek,30.0,Croatia,2023
48585,616,Petar,Pušić,25.0,Switzerland,2023
69904,616,Mihret,Topčagić,35.0,Bosnia and Herzegovina,2023
105803,616,Mario,Jurčevič,28.0,Slovenia,2023
199446,616,Nikola,Janjić,21.0,Montenegro,2023
268110,616,Nail,Omerović,22.0,Bosnia and Herzegovina,2023
277982,616,Franko,Kolić,20.0,Croatia,2023
278625,616,Luka,Branšteter,22.0,Croatia,2023
281976,616,Alexander,Uwem,21.0,Croatia,2023
327684,616,Domagoj,Bukvić,20.0,Croatia,2023
342220,616,Filip,Mažar,19.0,Croatia,2023
394977,616,Filip,Živković,18.0,Croatia,2023
404635,616,Dominik,Babić,18.0,Croatia,2023
442755,616,Luka,Barić,19.0,Croatia,2023
443984,616,Ante,Barisic,19.0,Croatia,2023
450922,616,Andrej,Micic,17.0,Croatia,2023
450924,616,Fran,Peček,17.0,Croatia,2023
2175,616,Denys,Harmash,34.0,Ukraine,2023
9867,616,Renan,Guedes Borges,26.0,Brazil,2023
14298,616,Marko,Malenica,30.0,Croatia,2023
14305,616,Mihael,Žaper,26.0,Croatia,2023
14315,616,Josip,Špoljarić,27.0,Croatia,2023
14343,616,Darko,Nejašmić,25.0,Croatia,2023
14524,616,Kristian,Fućak,26.0,Croatia,2023
14639,616,Marko,Barešić,25.0,Croatia,2023
14696,616,Roko,Jurišić,23.0,Croatia,2023
26794,616,Slavko,Bralić,32.0,Croatia,2023
26915,616,Stefanos,Evangelou,26.0,Greece,2023
34356,616,Vedran,Jugović,35.0,Croatia,2023
79897,616,Vinko,Petković,29.0,Croatia,2023
80118,616,Šime,Gržan,30.0,Croatia,2023
141579,616,André,Lourenço Duarte,27.0,Portugal,2023
162047,616,Oleksandr,Drambaiev,23.0,Ukraine,2023
315023,616,Šimun,Mikolčić,20.0,Croatia,2023
328622,616,Tin,Sajko,20.0,Croatia,2023
337628,616,Luka,Zebec,24.0,Croatia,2023
342316,616,Marin,Prekodravac,19.0,Croatia,2023
1936,616,Ivan,Fiolić,28.0,Croatia,2023
14338,616,Mijo,Caktaš,32.0,Croatia,2023
68090,616,Adrian Leon,Barišić,23.0,Bosnia and Herzegovina,2023
77040,616,Amer,Hiroš,28.0,Bosnia and Herzegovina,2023
204038,616,Styopa,Mkrtchyan,21.0,Armenia,2023
216247,616,Jovan,Manev,23.0,North Macedonia,2023
304857,616,Ognjen,Bakić,21.0,Montenegro,2023
340093,616,Amar,Zahirović,19.0,Bosnia and Herzegovina,2023
412876,616,Anton,Matković,18.0,Croatia,2023
1329,620,Antonio,Marin,23.0,Croatia,2023
14434,620,Luka,Menalo,28.0,Bosnia and Herzegovina,2023
14887,620,Deni,Jurić,27.0,Australia,2023
55368,620,Vinko,Soldo,25.0,Croatia,2023
66778,620,Stefan,Milić,23.0,Montenegro,2023
106695,620,Daniel,Štefulj,24.0,Croatia,2023
133444,620,Milan,Vukotić,21.0,Montenegro,2023
198392,620,Fran,Tomek,21.0,Croatia,2023
291873,620,Ivan,Šaranić,20.0,Croatia,2023
295026,620,Martin,Baturina,21.0,Croatia,2023
310135,620,Lukas,Kačavenda,21.0,Croatia,2023
316168,620,Matej,Mamić,21.0,Croatia,2023
328304,620,Vinko,Rozić,20.0,Bosnia and Herzegovina,2023
337460,620,Marko,Brkljača,19.0,Croatia,2023
355211,620,Alessio,Tonon,20.0,Italy,2023
386271,620,Vito,Čaić,19.0,Croatia,2023
393072,620,Jakov,Gurlica,19.0,Croatia,2023
394978,620,Toni,Majić,17.0,Croatia,2023
423210,620,Antonio,Rajić,17.0,Croatia,2023
442748,620,Fran,Pavlek,19.0,Croatia,2023
1306,620,Danijel,Zagorac,37.0,Croatia,2023
1313,620,Dino,Perić,30.0,Croatia,2023
1331,620,Bruno,Petković,30.0,Croatia,2023
2373,620,Josip,Mišić,30.0,Croatia,2023
14283,620,Tibor,Halilović,29.0,Croatia,2023
14353,620,Dario,Špikić,25.0,Croatia,2023
14568,620,Marko,Bulat,23.0,Croatia,2023
25643,620,Josip,Drmić,32.0,Switzerland,2023
30904,620,Fran,Brodić,27.0,Croatia,2023
32985,620,Takuro,Kaneko,27.0,Japan,2023
40405,620,Sandro,Kulenović,25.0,Croatia,2023
105993,620,Arbër,Hoxha,26.0,Kosovo,2023
162523,620,Faris,Krkalić,22.0,Bosnia and Herzegovina,2023
280334,620,Gabriel,Vidović,21.0,Croatia,2023
308814,620,Luka,Stojković,21.0,Croatia,2023
329285,620,Gabriel,Rukavina,20.0,Croatia,2023
339162,620,Fran,Topić,20.0,Croatia,2023
348205,620,Petar,Sučić,21.0,Bosnia and Herzegovina,2023
349420,620,Marko,Soldo,21.0,Croatia,2023
419622,620,Noa,Mikić,17.0,Croatia,2023
1311,620,Sadegh,Moharrami Getgasari,28.0,Iran,2023
1316,620,Kévin,Théophile-Catherine,35.0,France,2023
1317,620,Arijan,Ademi,33.0,North Macedonia,2023
1483,620,Stefan,Ristovski,32.0,North Macedonia,2023
1556,620,Mahir,Emreli,27.0,Azerbaijan,2023
14306,620,Petar,Bočkaj,28.0,Croatia,2023
14316,620,Boško,Šutalo,24.0,Croatia,2023
14532,620,Ivan,Nevistić,26.0,Croatia,2023
14701,620,Josip,Šutalo,24.0,Croatia,2023
33101,620,Takuya,Ogiwara,25.0,Japan,2023
63446,620,Bohdan,Mykhailichenko,27.0,Ukraine,2023
90599,620,Maxime,Bernauer,26.0,France,2023
195508,620,Enzo Joaquín,Sosa Romañuk,22.0,Uruguay,2023
265360,620,Bartol,Barišić,21.0,Croatia,2023
270429,620,Mauro,Perković,21.0,Croatia,2023
295540,620,Moreno,Živković,20.0,Croatia,2023
342307,620,Luka,Vrbančić,19.0,Croatia,2023
348240,620,Anes,Krdžalić,20.0,Bosnia and Herzegovina,2023
364225,620,Luka,Lukanić,20.0,Croatia,2023
386273,620,Ivan,Cvetko,19.0,Croatia,2023
1305,620,Dominik,Livaković,29.0,Croatia,2023
