player_id,full_name,firstname,lastname,age,team_id,league_id
19657,M. Rodák,Marek,Rodák,28,36,39
19804,K. Moore,Kieffer Roberto Francisco,Moore,32,35,39
37161,L. Sinisterra,Luis Fernando,Sinisterra Lucumí,25,35,39
84082,R. Faivre,Romain,Faivre,26,35,39
130416,G. Kilkenny,Gavin,Kilkenny,24,35,39
152967,C. Bassey,Calvin Chinedu,Bassey,25,36,39
284797,Dango Ouattara,Dango Aboubacar Faissal,Ouattara,22,35,39
304853,A. Scott,Alex Jay,Scott,21,35,39
334725,D. Sadi,Dominic,Wadi Sadi,21,35,39
382160,D. Adu-Adjei,Daniel William Kwabena,Adu-Adjei,19,35,39
1165,Matheus Cunha,Matheus Santos,Carneiro da Cunha,25,39,39
6610,M. Senesi,Marcos Nicolás,Senesi Barón,27,35,39
18815,R. Fredericks,Ryan,Marlowe Fredericks,32,35,39
18866,C. Mepham,Christopher James,Mepham,27,35,39
18869,A. Smith,Adam James,Smith,33,35,39
18872,L. Cook,Lewis John,Cook,27,35,39
19070,M. Aarons,Maximillian James,Aarons,24,35,39
19229,D. Randolph,Darren Edward Andrew,Randolph,37,35,39
19263,L. Kelly,Lloyd Casius,Kelly,26,35,39
24888,Hwang Hee-Chan,Hee-Chan,Hwang,28,39,39
30765,A. Radu,Ionuț Andrei,Radu,27,35,39
161671,I. Zabarnyi,Illia,Zabarnyi,22,35,39
206254,M. Kerkez,Miloš,Kerkez,21,35,39
284259,T. Barnett,Ty,Kimoni Barnett,19,39,39
290962,B. Greenwood,Ben,Greenwood,21,35,39
303019,N. Fraser,Nathan John Mark,Fraser,19,39,39
328118,M. Whittingham,Matthew,Whittingham,20,39,39
382166,C. Plain,Cameron Christopher,Plain,23,35,39
385726,E. González,Enso David,González Medina,19,39,39
436879,E. Ballard-Matthews,Emilio,Ballard-Matthews,17,39,39
130,Nélson Semedo,Nélson,Cabral Semedo,31,39,39
1864,Pedro Neto,Pedro,Lomba Neto,24,39,39
2056,Pablo Sarabia,Pablo,Sarabia García,32,39,39
18742,M. Doherty,Matthew James,Doherty,32,39,39
18744,M. Kilman,Maximilian William,Kilman,27,39,39
18947,M. Lemina,Mario René Junior,Lemina,31,39,39
19147,C. Dawson,Craig,Dawson,34,39,39
19341,D. Bentley,Daniel Ian,Bentley,31,39,39
20665,J. Bellegarde,Jean-Ricner,Bellegarde,26,39,39
21138,R. Aït-Nouri,Rayan,Aït-Nouri,23,39,39
41606,Toti Gomes,Tote António,Gomes,25,39,39
82855,T. King,Thomas Lloyd,King,29,39,39
135334,S. Bueno,Santiago Ignacio,Bueno Sciutto,26,39,39
157912,B. Traoré,Boubacar,Traoré,23,39,39
171035,T. Chirewa,Tawanda Blessing,Chirewa,21,39,39
195103,João Gomes,João Victor,Gomes da Silva,23,39,39
204033,J. Hodge,Joseph Shaun,Hodge,22,39,39
280687,Hugo Bueno,Hugo,Bueno López,22,39,39
284357,A. Keto-Diyawa,Aaron,Keto-Diyawa,21,39,39
284359,J. Hubner,Justin Quincy,Hubner,21,39,39
269,C. Nkunku,Christopher Alan,Nkunku,27,49,39
645,R. Sterling,Raheem Shaquille,Sterling,30,49,39
5996,E. Fernández,Enzo Jeremías,Fernández,23,49,39
22166,M. Sarr,Malang Mamadou William Georges,Sarr,25,49,39
63577,M. Mudryk,Mykhailo,Mudryk,23,49,39
67972,C. Gallagher,Conor John,Gallagher,24,49,39
138822,A. Broja,Armando,Broja,23,"36, 49",39
138935,C. Chukwuemeka,Carney Chibueze,Chukwuemeka,21,49,39
152982,C. Palmer,Cole Jermaine,Palmer,22,"49, 50",39
270507,C. Casadei,Cesare,Casadei,21,49,39
270508,L. Ugochukwu,Lesley Chimuanya,Ugochukwu,20,49,39
282125,R. Lavia,Roméo,Lavia,20,49,39
283058,N. Jackson,Nicolas,Jackson,23,49,39
284260,D. Williams,Dylan,Riley Williams,21,49,39
286773,L. Castledine,Leo Alexander Francis,Castledine,19,49,39
286774,R. Stutter,Ronnie Edward,Stutter,19,49,39
305834,Andrey Santos,Andrey,Nascimento dos Santos,20,"65, 49",39
330986,M. Golding,Michael Heinz,Golding,18,49,39
411808,D. Richards,Dujuan Odile,Richards,19,49,39
415001,Deivid Washington,Deivid Washington,de Souza Eugênio,19,49,39
259,Thiago Silva,Thiago,Emiliano da Silva,40,49,39
2933,B. Chilwell,Benjamin James,Chilwell,28,49,39
18959,Robert Sánchez,Robert,Lynch Sánchez,27,"49, 51",39
19012,M. Bettinelli,Marcus,Bettinelli,32,49,39
19545,R. James,Reece Lewis,James,25,49,39
19720,T. Chalobah,Trevoh Thomas,Chalobah,25,49,39
21998,A. Disasi,Axel Wilson Arthur,Disasi Mhakinis Belho,26,49,39
22094,W. Fofana,Wesley Tidjan,Fofana,24,49,39
47380,Marc Cucurella,Marc,Cucurella Saseta,26,49,39
118307,Đ. Petrović,Đorđe,Petrović,25,49,39
152953,L. Colwill,Levi Lemar,Samuels Colwill,21,49,39
152955,L. Bergström,Lucas Carl Edvard,Bergström,22,49,39
161907,M. Gusto,Malo Arthur,Gusto,21,49,39
181796,J. Brooking,Joshua Royston,Brooking,22,49,39
284406,A. Gilchrist,Alfie,Gilchrist,21,49,39
287868,M. Merrick,Max,Merrick,19,49,39
298061,T. Curd,Teddy Noah,Curd,18,49,39
305735,J. Duffus,Joshua James,Leslie Duffus,20,51,39
328093,I. Samuels-Smith,Ishé Barrington,Samuels-Smith,18,49,39
340135,M. O’Mahony,Mark,O’Mahony,19,51,39
14,M. Dahoud,Mahmoud,Dahoud,28,51,39
295,A. Lallana,Adam David,Lallana,36,51,39
296,J. Milner,James Philip,Milner,38,51,39
1469,D. Welbeck,Daniel Nii,Tackie Mensah Welbeck,34,51,39
10329,João Pedro,João Pedro,Junqueira de Jesus,23,51,39
18973,S. March,Solomon Benjamin,March,30,51,39
40911,J. Moder,Jakub Piotr,Moder,25,51,39
70747,J. Enciso,Julio César,Enciso Espínola,20,51,39
106835,K. Mitoma,Kaoru,Mitoma,27,51,39
129643,E. Ferguson,Evan Joe,Ferguson,20,51,39
130423,B. Gilmour,Billy Clifford,Gilmour,23,51,39
135775,Ansu Fati,Anssumane,Fati Vieira,22,51,39
206404,S. Chouchane,Samy Olivier,Chouchane,21,51,39
301771,S. Adingra,Simon,Adingra,22,51,39
305730,J. Hinshelwood,Jack Luca,Hinshelwood,19,51,39
311334,F. Buonanotte,Facundo Valentín,Buonanotte,20,51,39
319572,V. Barco,Valentín,Barco,20,51,39
328095,L. Barrington,Luca,Barrington,20,51,39
336599,B. Baker-Boaitey,Benicio,Baker-Boaitey,20,51,39
356041,C. Baleba,Carlos Noom,Quomah Baleba,20,51,39
537,J. Veltman,Joël Ivo,Veltman,32,51,39
723,Joelinton,Joelinton Cássio,Apolinário de Lira,28,34,39
2864,A. Isak,Alexander,Isak,25,34,39
7600,Igor Julio,Igor Julio,dos Santos de Paulo,26,51,39
18960,J. Steele,Jason Sean,Steele,34,51,39
18963,L. Dunk,Lewis Carl,Dunk,33,51,39
19265,A. Webster,Adam Harry,Webster,29,51,39
38695,J. van Hecke,Jan Paul,van Hecke,24,51,39
46731,P. Estupiñán,Pervis Josué,Estupiñán Tenorio,26,51,39
129058,B. Verbruggen,Bart,Verbruggen,22,51,39
138787,A. Gordon,Anthony Michael,Gordon,23,34,39
138815,T. Lamptey,Tariq Kwame,Nii-Lante Lamptey,24,51,39
167663,T. McGill,Thomas Peter,Wayne McGill,24,51,39
200233,L. Kavanagh,Leigh Robert,Kavanagh,21,51,39
273758,I. Samuels,Imari-Narain,Che Hines-Samuels,21,51,39
284278,M. Ndiweni,Michael Nqobile,Ndiweni,21,34,39
284531,B. Jackson,Benjamin,Harvey Jackson,21,51,39
293164,A. Diallo,Amadou,Diallo,21,34,39
313925,C. Ferguson,Cameron,Ferguson,21,34,39
328104,B. Parkinson,Ben,Parkinson,19,34,39
1463,J. Willock,Joseph George,Willock,25,34,39
2507,M. Almirón,Miguel Ángel,Almirón Rejala,30,34,39
2855,E. Krafth,Emil Henry Kristoffer,Krafth,30,34,39
2939,C. Wilson,Callum Eddie Graham,Wilson,32,34,39
10135,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,27,34,39
18778,H. Barnes,Harvey Lewis,Barnes,27,34,39
18901,S. Longstaff,Sean David,Longstaff,27,34,39
18903,M. Ritchie,Matthew Thomas,Ritchie,35,34,39
18961,D. Burn,Daniel Johnson,Burn,32,34,39
19163,J. Murphy,Jacob Kai,Murphy,29,34,39
31146,S. Tonali,Sandro,Tonali,24,34,39
138906,J. White,Joe Peter,White,22,34,39
138908,E. Anderson,Elliot,Anderson,22,34,39
158694,T. Livramento,Valentino Francisco,Livramento,22,34,39
284373,L. De Bolle,Lucas,De Bolle,22,34,39
284375,J. Huntley,James Alan,Huntley,20,34,39
284492,L. Hall,Lewis Kieran,Hall,20,"34, 49",39
318056,A. Murphy,Alex,Murphy,20,34,39
328105,L. Miley,Lewis,Miley,18,34,39
384585,T. Hernes,Travis Enrique,Hernes,19,34,39
169,K. Trippier,Kieran John,Trippier,34,34,39
903,S. McTominay,Scott Francis,McTominay,28,33,39
908,A. Martial,Anthony Jordan,Martial,29,33,39
909,M. Rashford,Marcus,Rashford,27,33,39
1972,L. Karius,Loris Sven,Karius,31,34,39
2806,F. Schär,Fabian Lukas,Schär,33,34,39
9971,Antony,Antony Matheus,dos Santos,24,33,39
18886,M. Dúbravka,Martin,Dúbravka,35,34,39
18892,P. Dummett,Paul,Dummett,33,34,39
18894,J. Lascelles,Jamaal,Lascelles,31,34,39
18911,N. Pope,Nicholas David,Pope,32,34,39
18941,M. Targett,Matthew Robert,Targett,29,34,39
38734,S. Botman,Sven Adriaan,Botman,24,34,39
44912,M. Gillespie,Mark Joseph,Gillespie,32,34,39
157997,A. Diallo,Amad,Diallo Traoré,22,33,39
163054,S. Shoretire,Shola Maxwell,Shoretire,20,33,39
284242,O. Forson,Omari Nathan,Forson,20,33,39
284324,A. Garnacho,Alejandro,Garnacho Ferreyra,20,33,39
288006,R. Højlund,Rasmus,Winther Højlund,21,33,39
402524,A. Harrison,Adam,Harrison,18,34,39
74,S. Amrabat,Sofyan,Amrabat,28,33,39
174,C. Eriksen,Christian,Dannemann Eriksen,32,33,39
526,A. Onana,André,Onana Onana,28,33,39
742,R. Varane,Raphaël Xavier,Varane,31,33,39
747,Casemiro,Carlos Henrique,Casimiro,32,33,39
886,Diogo Dalot,José Diogo,Dalot Teixeira,25,33,39
889,V. Lindelöf,Victor Jörgen,Nilsson Lindelöf,30,33,39
891,L. Shaw,Luke Paul Hoare,Shaw,29,33,39
2467,Lisandro Martínez,Lisandro,Martínez,26,33,39
2931,T. Heaton,Thomas David,Heaton,38,33,39
2935,H. Maguire,Jacob Harry,Maguire,31,33,39
18772,J. Evans,Jonathan Grant,Evans,36,33,39
18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,27,33,39
19220,M. Mount,Mason Tony,Mount,25,33,39
37145,T. Malacia,Tyrell Johannes Chicco,Malacia,25,33,39
70078,F. Pellistri,Facundo,Pellistri Rebollo,23,33,39
284322,K. Mainoo,Kobbie Boateng,Mainoo,19,33,39
284363,R. Bennett,Rhys Joseph,Wright Bennett,21,33,39
284409,D. Mubama,Divin Saku,Mubama,20,48,39
288112,W. Kambwala,Willy,Kambwala Ndengushi,20,33,39
665,M. Cornet,Gnaly Albert Maxwel,Cornet,28,48,39
1243,T. Souček,Tomáš,Souček,29,48,39
1445,K. Mavropanos,Konstantinos,Mavropanos,27,48,39
1646,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,27,48,39
1697,Pablo Fornals,Pablo,Fornals Malla,28,48,39
2284,Emerson,Emerson,Palmieri dos Santos,30,48,39
2938,J. Ward-Prowse,James Michael Edward,Ward-Prowse,30,48,39
15911,M. Kudus,Mohammed,Kudus,24,48,39
18817,A. Ogbonna,Angelo,Obinze Ogbonna,36,48,39
18819,M. Antonio,Michail Gregory,Antonio,34,48,39
18955,D. Ings,Daniel William John,Ings,32,48,39
19130,K. Phillips,Kalvin Mark,Phillips,29,"48, 50",39
19361,S. Benrahma,Mohamed Saïd,Benrahma,29,48,39
19428,J. Bowen,Jarrod,Bowen,28,48,39
21694,N. Aguerd,Nayef,Aguerd,28,48,39
50132,A. Bayındır,Altay,Bayındır,26,33,39
284060,L. Laing,Levi Alexander,Laing,21,48,39
288116,K. Casey,Kaelan,Casey,20,48,39
288118,L. Orford,Lewis,Orford,18,48,39
327730,O. Scarles,Oliver,Scarles,19,48,39
253,A. Areola,Alphonse Francis,Areola,31,48,39
277,M. Diaby,Moussa,Diaby,25,66,39
671,B. Traoré,Bertrand Isidore,Traoré,29,66,39
786,N. Zaniolo,Nicolò,Zaniolo,25,66,39
983,L. Bailey,Leon Patrick,Bailey Butler,27,66,39
1231,V. Coufal,Vladimír,Coufal,32,48,39
1904,B. Kamara,Boubacar Bernard,Kamara,25,66,39
2726,K. Zouma,Kurt Happy,Zouma,30,48,39
2926,Y. Tielemans,Youri Marion A.,Tielemans,27,66,39
2997,Ł. Fabiański,Łukasz Marek,Fabiański,39,48,39
13489,J. Durán,Jhon Jader,Durán Palacio,21,66,39
18813,A. Cresswell,Aaron William,Cresswell,35,48,39
18823,B. Johnson,Benjamin Anthony,Johnson,24,48,39
19071,E. Buendía,Emiliano,Buendía Stati,28,66,39
19191,J. McGinn,John,McGinn,30,66,39
19192,J. Ramsey,Jacob Matthew,Ramsey,23,66,39
144709,J. Anang,Joseph,Tetteh Anang,24,48,39
284500,T. Iroegbunam,Timothy Emeka,Iroegbunam,21,66,39
284556,T. O&apos;Reilly,Tommi Dylan,O'Reilly,21,66,39
329347,O. Kellyman,Omari Jamian,Kellyman,19,66,39
133,C. Lenglet,Clément Nicolas Laurent,Lenglet,29,66,39
766,R. Olsen,Robin Patrick,Olsen,34,66,39
2724,L. Digne,Lucas,Digne,31,66,39
19016,C. Chambers,Calum,Chambers,29,66,39
19177,K. Hause,Kortney Paul Duncan,Hause,29,66,39
19179,T. Mings,Tyrone Deon,Mings,31,66,39
19298,M. Cash,Matthew Stuart,Cash,27,66,39
19354,E. Konsa,Ezri,Konsa Ngoyo,27,66,39
19599,E. Martínez,Damián Emiliano,Martínez Romero,32,66,39
21090,Diego Carlos,Diego Carlos,Santos Silva,31,66,39
46815,Pau Torres,Pau,Francisco Torres,27,66,39
47522,Douglas Luiz,Douglas Luiz,Soares de Paulo,26,66,39
47547,Álex Moreno,Alexandre,Moreno Lopera,31,66,39
162552,D. Scarlett,Dane Pharrell,Scarlett,20,47,39
284390,J. Wright,James,Wright,20,66,39
293163,J. Donley,Jamie,Donley,19,47,39
294638,F. Munroe,Finley,Munroe,19,66,39
298128,K. Kesler-Hayden,Kaine,Kesler-Hayden,22,66,39
312118,J. Feeney,Joshua,Feeney,19,66,39
398004,S. Proctor,Sam,Proctor,18,66,39
180,O. Skipp,Oliver William,Skipp,24,47,39
186,Son Heung-Min,Heung-Min,Son,32,47,39
697,M. Solomon,Manor,Solomon,25,47,39
863,R. Bentancur,Rodrigo,Bentancur Colmán,27,47,39
1166,T. Werner,Timo,Werner,28,47,39
1578,G. Lo Celso,Giovani,Lo Celso,28,47,39
2061,Bryan Gil,Bryan,Gil Salvatierra,23,47,39
2413,Richarlison,Richarlison,de Andrade,27,47,39
2735,P. Højbjerg,Pierre-Emile Kordt,Højbjerg,29,47,39
18784,J. Maddison,James Daniel,Maddison,28,47,39
19032,R. Sessegnon,Kouassi Ryan,Sessegnon,24,47,39
30435,D. Kulusevski,Dejan,Kulusevski,24,47,39
47519,Pedro Porro,Pedro Antonio,Porro Sauceda,25,47,39
129711,B. Johnson,Brennan Price,Johnson,23,"47, 65",39
152849,M. van de Ven,Micky,van de Ven,23,47,39
204039,D. Udogie,Iyenoma Destiny,Udogie,22,47,39
237129,P. Sarr,Pape Matar,Sarr,22,47,39
284415,Yago Santiago,Yago,de Santiago Alonso,21,47,39
311344,A. Véliz,Alejo,Véliz,21,47,39
311817,A. Dorrington,Alfie Terry Charlie,Dorrington,19,47,39
161,A. Whiteman,Alfie Malik,Whiteman,26,47,39
164,B. Davies,Benjamin Thomas,Davies,31,47,39
643,Gabriel Jesus,Gabriel Fernando,de Jesus,27,42,39
727,R. Nelson,Reiss Luke,Nelson,25,42,39
1460,B. Saka,Bukayo Ayoyinka Temidayo,Saka,23,42,39
1468,E. Nketiah,Edward,Keddar Nketiah,25,42,39
1566,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,25,47,39
1946,L. Trossard,Leandro,Trossard,30,42,39
2937,D. Rice,Declan,Rice,25,"42, 48",39
18932,F. Forster,Fraser Gerard,Forster,36,47,39
30776,C. Romero,Cristian Gabriel,Romero,26,47,39
31354,G. Vicario,Guglielmo,Vicario,28,47,39
127769,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,23,42,39
156428,B. Austin,Brandon Anthony,Austin,25,47,39
162498,R. Drăgușin,Radu,Matei Drăgușin,22,47,39
284571,C. Sagoe Jr,Charles Kwame,Sagoe Junior,20,42,39
309501,A. Cozier-Duberry,Amario Oswald Gerardo,Cozier-Duberry,19,42,39
309507,B. Ibrahim,Bradley,Ibrahim,20,42,39
313236,E. Nwaneri,Ethan Chidiebere,Nwaneri,17,42,39
313245,M. Lewis-Skelly,Myles Anthony,Lewis-Skelly,18,42,39
49,T. Partey,Thomas,Teye Partey,31,42,39
190,Cédric Soares,Cédric Ricardo,Alves Soares,33,42,39
641,O. Zinchenko,Oleksandr,Zinchenko,28,42,39
978,K. Havertz,Kai Lukas,Havertz,25,42,39
1161,E. Smith Rowe,Emile,Smith Rowe,24,42,39
1422,J. Doku,Jérémy Baffour,Doku,22,50,39
1452,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,32,42,39
2289,Jorginho,Jorge Luiz,Frello Filho,33,42,39
2597,T. Tomiyasu,Takehiro,Tomiyasu,26,42,39
6009,J. Álvarez,Julián,Álvarez,24,50,39
19959,B. White,Benjamin William,White,27,42,39
20355,A. Ramsdale,Aaron Christopher,Ramsdale,26,42,39
22090,W. Saliba,William Alain André Gabriel,Saliba,23,42,39
22224,Gabriel Magalhães,Gabriel,dos Santos Magalhães,27,42,39
37127,M. Ødegaard,Martin,Ødegaard,26,42,39
41725,Fábio Vieira,Fábio Daniel,Ferreira Vieira,24,42,39
169295,K. Hein,Karl Jakob,Hein,22,42,39
284502,J. Sweet,James,Lannin-Sweet,21,42,39
309505,R. Walters,Reuell Joshua,Walters,20,42,39
382355,J. Wright,Jacob,Wright,19,50,39
5,M. Akanji,Manuel Obafemi,Akanji,29,50,39
23,Sergio Gómez,Sergio,Gómez Martín,24,50,39
44,Rodri,Rodrigo,Hernández Cascante,28,50,39
567,Rúben Dias,Rúben,dos Santos Gato Alves Dias,27,50,39
626,J. Stones,John,Stones,30,50,39
629,K. De Bruyne,Kevin,De Bruyne,33,50,39
636,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,30,50,39
1100,E. Haaland,Erling,Braut Haaland,24,50,39
2291,M. Kovačić,Mateo,Kovačić,30,50,39
18861,N. Aké,Nathan Benjamin,Aké,29,50,39
19187,J. Grealish,Jack Peter,Grealish,29,50,39
19465,David Raya,David,Raya Martin,29,"42, 55",39
41621,Matheus Nunes,Matheus Luiz,Nunes,26,"50, 39",39
129033,J. Gvardiol,Joško,Gvardiol,22,50,39
278133,O. Bobb,Oscar,Bobb,21,50,39
284230,R. Lewis,Rico Henry Mark,Lewis,20,50,39
284231,M. Hamilton,Micah Philippe Jude,Hamilton,21,50,39
293168,M. Alleyne,Max,Alleyne,19,50,39
328097,Mahamadou Susoho,Mahamadou,Susoho Sissoho,19,50,39
361675,T. Grant,True,Grant,19,50,39
247,C. Gakpo,Cody Mathès,Gakpo,25,40,39
293,C. Jones,Curtis Julian,Jones,23,40,39
306,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,32,40,39
542,R. Gravenberch,Ryan Jiro,Gravenberch,22,40,39
617,Ederson,Ederson,Santana de Moraes,31,50,39
627,K. Walker,Kyle Andrew,Walker,34,50,39
2489,L. Díaz,Luis Fernando,Díaz Marulanda,27,40,39
2678,Diogo Jota,Diogo José,Teixeira da Silva,28,40,39
19035,H. Elliott,Harvey Daniel James,Elliott,21,40,39
19197,S. Carson,Scott Paul,Carson,39,50,39
25004,S. Ortega,Stefan,Ortega Moreno,32,50,39
51617,D. Núñez,Darwin Gabriel,Núñez Ribeiro,25,40,39
152976,T. Hill,Thomas Daniel,Hill,22,40,39
286764,K. Gordon,Kaide,Gordon,20,40,39
287109,J. McConnell,James,McConnell,20,40,39
310187,Stefan Bajčetić,Stefan,Bajčetić Maquieira,20,40,39
328107,L. Koumas,Lewis Terence,Koumas,19,40,39
334729,B. Clark,Bobby Lamont,Clark,19,40,39
343576,B. Doak,Ben,Gannon Doak,19,40,39
397997,T. Nyoni,Treymaurice,Nyoni,17,40,39
280,Alisson Becker,Alisson Ramsés,Becker,32,40,39
281,C. Kelleher,Caoimhín Odhrán,Kelleher,26,40,39
284,J. Gomez,Joseph Dave,Gomez,27,40,39
286,J. Matip,Job Joël André,Matip,33,40,39
289,A. Robertson,Andrew Henry,Robertson,30,40,39
290,V. van Dijk,Virgil,van Dijk,33,40,39
507,Thiago Alcântara,Thiago,Alcântara do Nascimento,33,40,39
925,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,28,39,39
1145,I. Konaté,Ibrahima,Konaté,25,40,39
1600,K. Tsimikas,Konstantinos,Tsimikas,28,40,39
6716,A. Mac Allister,Alexis,Mac Allister,26,40,39
8500,W. Endo,Wataru,Endo,31,40,39
18812,Adrián,Adrián,San Miguel del Castillo,37,40,39
18835,Guaita,Vicente,Guaita Panadero,37,52,39
18896,Javier Manquillo,Javier,Manquillo Gaitán,30,34,39
158698,J. Quansah,Jarell,Amorin Quansah,21,40,39
180317,C. Bradley,Conor,Bradley,21,40,39
180560,H. Mejbri,Hannibal,Mejbri,21,33,39
287111,F. Mrozek,Fabian,Mrozek,21,40,39
310186,C. Scanlon,Calum Alexander,Scanlon,19,40,39
18,J. Sancho,Jadon Malik,Sancho,24,33,39
95,B. Badiashile,Benoît Ntambue,Badiashile Mukinayi Baya,23,49,39
175,E. Dier,Eric Jeremy Edgar,Dier,30,47,39
184,H. Kane,Harry Edward,Kane,31,47,39
547,D. van de Beek,Donny,van de Beek,27,33,39
885,E. Bailly,Eric Bertrand,Bailly,30,33,39
897,M. Greenwood,Mason Will John,Greenwood,23,33,39
912,Neto,Norberto,Murara Neto,35,35,39
946,K. Mbabu,Melingo Kevin,Mbabu,29,36,39
1117,K. Tierney,Kieran,Tierney,27,42,39
7722,S. Kalajdžić,Saša,Kalajdžić,27,39,39
19352,Sergi Canós,Sergi,Canós Tenés,27,55,39
26232,M. Flekken,Mark,Flekken,31,55,39
26475,D. Undav,Deniz,Undav,28,51,39
38746,J. Timber,Jurriën David Norman,Timber,23,42,39
47499,E. Ünal,Enes,Ünal,27,35,39
138804,M. Kovář,Matěj,Kovář,24,33,39
138816,I. Maatsen,Ian Ethan,Maatsen,22,49,39
195717,Y. Mosquera,Yerson,Mosquera Valdelamar,23,39,39
216770,I. Hansen-Aarøen,Isak,Hansen-Aarøen,20,33,39
261,T. Kehrer,Jan Thilo,Kehrer,28,48,39
292,J. Henderson,Jordan Brian,Henderson,34,40,39
842,N. Vlašić,Nikola,Vlašić,27,48,39
1465,P. Aubameyang,Pierre-Emerick Emiliano Franço,Aubameyang,35,49,39
2807,R. Freuler,Remo Marco,Freuler,32,65,39
2922,L. Dendoncker,Leander,Dendoncker,29,66,39
18592,I. Ndiaye,Iliman Cheikh,Baroy Ndiaye,24,62,39
18885,K. Darlow,Karl,Darlow,34,34,39
19043,T. Kongolo,Terence,Kongolo,30,36,39
19185,K. Davis,Keinan Vincent Joseph,Davis,26,66,39
19235,D. Spence,Diop Tehuti,Djed-Hotep Spence,24,47,39
19321,J. Rodon,Joseph Peter,Rodon,27,47,39
30544,G. Scamacca,Gianluca,Scamacca,25,48,39
31057,H. Traorè,Hamed Junior,Traorè,24,35,39
64304,K. Kozłowski,Kacper Szymon,Kozłowski,21,51,39
138835,F. Balogun,Folarin Jerry,Balogun,23,42,39
145476,R. Khadra,Reda Jousef,Khadra,23,51,39
179400,M. Esteve,Maxime,Esteve,22,44,39
270139,J. O&apos;Brien,Jake,O'Brien,23,52,39
304161,B. Traoré,Bénie Adama,Traoré,22,62,39
1605,Daniel Podence,Daniel,Castelo Podence,29,39,39
2279,E. Ampadu,Ethan Kwame Colm Raymond,Ampadu,24,49,39
18740,Jonny,Jonathan,Castro Otto,30,39,39
18863,S. Cook,Steve Anthony,Cook,33,65,39
18870,D. Brooks,David Robert,Brooks,27,35,39
18873,R. Fraser,Ryan,Fraser,30,34,39
18924,J. Hendrick,Jeffrey Patrick,Hendrick,32,34,39
19150,M. Holgate,Mason Anthony,Holgate,28,"62, 45",39
19482,J. Rothwell,Joseph Matthew,Rothwell,29,35,39
19610,O. Richards,Omar,Tyrell Crawford Richards,26,65,39
19733,F. Downes,Flynn,Downes,25,48,39
84081,G. Biancone,Giulian,Biancone,24,65,39
107087,S. Banks,Scott Brian,Banks,23,52,39
144729,T. Harwood-Bellis,Taylor Jay,Harwood-Bellis,22,50,39
191971,J. Stansfield,Jay,Stansfield,22,36,39
202086,J. Sarmiento,Jeremy Leonel,Sarmiento Morante,22,51,39
215874,T. Cannon,Thomas Christopher,Cannon,22,45,39
278123,S. Revan,Sebastian,Revan,21,66,39
284428,O. Hutchinson,Omari Elijah,Giraud-Hutchinson,21,49,39
289618,A. Matos,Alex,Matos,20,49,39
80,E. Dennis,Emmanuel Bonaventure,Dennis,27,65,39
147,Philippe Coutinho,Philippe,Coutinho Correia,32,66,39
18957,M. Obafemi,Michael,Oluwadurotimi Obafemi,24,44,39
19173,M. Šarkić,Matija,Šarkić,27,39,39
19964,S. Dembélé,Ben Siriki,Dembélé,28,35,39
20503,L. O&apos;Brien,Lewis John,O'Brien,26,65,39
44922,A. Campbell,Allan,Campbell,26,1359,39
69403,S. Twine,Scott Edward,Twine,25,44,39
69539,L. McNally,Luke,McNally,25,44,39
127472,N. Phillips,Nathaniel Harry,Phillips,27,40,39
137220,A. Moran,Andrew,Moran,21,51,39
149550,J. Tanganga,Japhet Manzambi,Tanganga,25,47,39
149564,L. Cundle,Luke James,Cundle,22,39,39
152969,L. Thomas,Luke Jonathan,Thomas,23,62,39
171058,H. Ashby,Harrison Charles,Ashby,23,34,39
181797,B. Humphreys,Bashir,Humphreys,21,49,39
265820,Y. Ayari,Yasin,Abbas Ayari,21,51,39
273757,A. Devine,Alfie Sean,Devine,20,47,39
288102,A. Wharton,Adam James,Wharton,20,52,39
301281,A. Phillips,Ashley,Famiwuya Phillips,19,47,39
2910,Hwang Ui-Jo,Ui-Jo,Hwang,32,65,39
3240,J. Gbamin,Jean-Philippe,Gbamin,29,45,39
9926,Gustavo Scarpa,Gustavo Henrique,Furtado Scarpa,30,65,39
18884,S. Surridge,Samuel William,Surridge,26,65,39
19076,J. Lewis,Jamal Piaras,Lewis,26,34,39
19655,F. Onyedinma,Wilfred,Oluwafemi Onyedinma,28,1359,39
19772,A. Connolly,Aaron Anthony,Connolly,24,51,39
20093,J. Hill,James Clayton,Hill,22,35,39
20319,N. Bishop,Nathan James,Bishop,25,33,39
105789,D. Churlinov,Darko,Churlinov,24,44,39
125618,M. Karbownik,Michał,Karbownik,23,51,39
138931,J. Philogene,Jaden,Philogene-Bidace,22,66,39
196855,J. Anthony,Jaidon Kya Denley,Anthony,25,35,39
216809,C. Peupion,Cameron Paul Jacques,Peupion,22,51,39
264437,B. Thomas,Bobby Craig,Thomas,23,44,39
