name,firstname,lastname,age,team_id,league_id
V. Lindelöf,Victor Jörgen,Nilsson Lindelöf,29,33,39
L. Bailey,Leon Patrick,Bailey Butler,26,66,39
B. Kamara,Boubacar Bernard,Kamara,24,66,39
L. Dendoncker,Leander,Dendoncker,28,66,39
Y. Tielemans,Youri Marion A.,Tielemans,26,66,39
T. Heaton,Thomas David,Heaton,37,33,39
H. Maguire,Jacob Harry,Maguire,30,33,39
E. Buendía,Emiliano,Buendía Stati,27,66,39
K. Hause,Kortney Paul Duncan,Hause,28,66,39
J.  McGinn,John,McGinn,29,66,39
J. Ramsey,Jacob Matthew,Ramsey,22,66,39
Douglas Luiz,Douglas Luiz,Soares de Paulo,25,66,39
A. Bayındır,Altay,Bayındır,25,33,39
R. Vítek,Radek,Vítek,20,33,39
T. Iroegbunam,Timothy Emeka,Iroegbunam,20,66,39
T. Patterson,Travis,Patterson,18,66,39
J. Feeney,Joshua,Feeney,18,66,39
C. Lenglet,Clément Nicolas Laurent,Lenglet,28,66,39
M. Solomon,Manor,Solomon,24,47,39
R. Olsen,Robin Patrick,Olsen,33,66,39
R. Bentancur,Rodrigo,Bentancur Colmán,26,47,39
Bryan Gil,Bryan,Gil Salvatierra,22,47,39
Richarlison,Richarlison,de Andrade,26,47,39
L. Digne,Lucas,Digne,30,66,39
C. Chambers,Calum,Chambers,28,66,39
T. Mings,Tyrone Deon,Mings,30,66,39
M. Cash,Matthew Stuart,Cash,26,66,39
E. Konsa,Ezri,Konsa Ngoyo,26,66,39
E. Martínez,Damián Emiliano,Martínez Romero,31,66,39
Diego Carlos,Diego Carlos,Santos Silva,30,66,39
D. Kulusevski,Dejan,Kulusevski,23,47,39
Pau Torres,Pau,Francisco Torres,26,66,39
Álex Moreno,Alexandre,Moreno Lopera,30,66,39
B. Johnson,Brennan Price,Johnson,22,"47, 65",39
F. Marschall,Filip,Marschall,20,66,39
P. Sarr,Pape Matar,Sarr,21,47,39
A. Véliz,Alejo,Véliz,20,47,39
H. Lloris,Hugo Hadrien Dominique,Lloris,37,47,39
A. Whiteman,Alfie Malik,Whiteman,25,47,39
B. Davies,Benjamin Thomas,Davies,30,47,39
E. Dier,Eric Jeremy Edgar,Dier,29,47,39
O. Skipp,Oliver William,Skipp,23,47,39
Son Heung-Min,Heung-Min,Son,31,47,39
I. Perišić,Ivan,Perišić,34,47,39
Gabriel Jesus,Gabriel Fernando,de Jesus,26,42,39
Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,24,47,39
G. Lo Celso,Giovani,Lo Celso,27,47,39
J. Maddison,James Daniel,Maddison,27,47,39
F. Forster,Fraser Gerard,Forster,35,47,39
Y. Bissouma,Yves,Bissouma,27,47,39
R. Sessegnon,Kouassi Ryan,Sessegnon,23,47,39
G. Vicario,Guglielmo,Vicario,27,47,39
Pedro Porro,Pedro Antonio,Porro Sauceda,24,47,39
B. Austin,Brandon Anthony,Austin,24,47,39
D. Udogie,Iyenoma Destiny,Udogie,21,47,39
A. Phillips,Ashley,Famiwuya Phillips,18,47,39
B. Doak,Ben,Gannon Doak,18,40,39
T. Partey,Thomas,Teye Partey,30,42,39
Cédric Soares,Cédric Ricardo,Alves Soares,32,42,39
K. Havertz,Kai Lukas,Havertz,24,42,39
E. Smith Rowe,Emile,Smith Rowe,23,42,39
Mohamed Elneny,Mohamed Naser,Elsayed Elneny,31,42,39
Jorginho,Jorge Luiz,Frello Filho,32,42,39
T. Tomiyasu,Takehiro,Tomiyasu,25,42,39
D. Rice,Declan,Rice,24,"42, 48",39
David Raya,David,Raya Martin,28,"42, 55",39
B. White,Benjamin William,White,26,42,39
A. Ramsdale,Aaron Christopher,Ramsdale,25,42,39
W. Saliba,William Alain André Gabriel,Saliba,22,42,39
Gabriel Magalhães,Gabriel,dos Santos Magalhães,26,42,39
Fábio Vieira,Fábio Daniel,Ferreira Vieira,23,42,39
J. Kiwior,Jakub Piotr,Kiwior,23,42,39
K. Hein,Karl Jakob,Hein,21,42,39
J. Lannin-Sweet,James,Lannin-Sweet,19,42,39
K. Gordon,Kaide,Gordon,19,40,39
R. Walters,Reuell Joshua,Walters,19,42,39
B. Doak,Ben,Gannon Doak,18,40,39
C. Gakpo,Cody Mathès,Gakpo,24,40,39
T. Alexander-Arnold,Trent John,Alexander-Arnold,25,40,39
C. Jones,Curtis Julian,Jones,22,40,39
Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,31,40,39
Thiago Alcântara,Thiago,Alcântara do Nascimento,32,40,39
R. Gravenberch,Ryan Jiro,Gravenberch,21,40,39
D. Szoboszlai,Dominik,Szoboszlai,23,40,39
L. Díaz,Luis Fernando,Díaz Marulanda,26,40,39
Diogo Jota,Diogo José,Teixeira da Silva,27,40,39
A. Mac Allister,Alexis,Mac Allister,25,40,39
W. Endo,Wataru,Endo,30,40,39
H. Elliott,Harvey Daniel James,Elliott,20,40,39
D. Núñez,Darwin Gabriel,Núñez Ribeiro,24,40,39
J. Quansah,Jarell,Amorin Quansah,20,40,39
C. Bradley,Conor,Bradley,20,40,39
J. McConnell,James,McConnell,19,40,39
C. Scanlon,Calum Alexander,Scanlon,18,40,39
Stefan Bajčetić,Stefan,Bajčetić Maquieira,19,40,39
B. Clark,Bobby Lamont,Clark,18,"40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40",39
T. Nyoni,Treymaurice,Nyoni,16,40,39
Sergio Gómez,Sergio,Gómez Martín,23,50,39
Alisson Becker,Alisson Ramsés,Becker,31,40,39
C. Kelleher,Caoimhín Odhrán,Kelleher,25,40,39
J. Gomez,Joseph Dave,Gomez,26,40,39
J. Matip,Job Joël André,Matip,32,40,39
A. Robertson,Andrew Henry,Robertson,29,40,39
V. van Dijk,Virgil,van Dijk,32,40,39
P. Foden,Philip Walter,Foden,23,50,39
E. Haaland,Erling,Braut Haaland,23,50,39
I. Konaté,Ibrahima,Konaté,24,40,39
J. Doku,Jérémy Baffour,Doku,21,50,39
K. Tsimikas,Konstantinos,Tsimikas,27,40,39
J. Álvarez,Julián,Álvarez,23,50,39
Adrián,Adrián,San Miguel del Castillo,36,40,39
Matheus Nunes,Matheus Luiz,Nunes,25,"50, 39",39
V. Jaroš,Vítězslav,Jaroš,22,40,39
Marcelo Pitaluga,Marcelo,de Araújo Pitaluga Filho,21,40,39
M. Hamilton,Micah Philippe Jude,Hamilton,20,50,39
L. Chambers,Luke,Chambers,19,40,39
F. Mrozek,Fabian,Mrozek,20,40,39
R. Brewster,Rhian Joel,Brewster,23,62,39
A. Murić,Arijanet,Murić,25,44,39
I. Coulibaly,Ismaila Cheick,Coulibaly,23,62,39
L. Vigouroux,Lawrence Ian,Vigouroux,30,44,39
Vinicius Souza,Vinicius,de Souza Costa,24,62,39
F. Seriki,Oluwafemi Ibrahim,Seriki,21,62,39
R. Norrington-Davies,Rhys,Llewelyn Norrington-Davies,24,62,39
J. Fleck,John Alexander,Fleck,32,62,39
O. Norwood,Oliver James,Norwood,32,62,39
B. Osborn,Benjamin Jarrod,Osborn,29,62,39
O. McBurnie,Oliver Robert,McBurnie,27,62,39
G. Hamer,Gustavo Martin Emilio,Hamer,26,62,39
C. Archer,Cameron Desmond,Archer,22,"62, 66",39
J. McAtee,James John,McAtee,21,"62, 50",39
A. Ben Slimane,Anis,Ben Slimane,22,62,39
D. Jebbison,Daniel David,Jebbison,20,62,39
B. Traoré,Bénie Adama,Traoré,21,62,39
R. Oné,Ryan,Oné,17,62,39
A. Brooks,Andre,Chance Brooks,20,62,39
J. Buyabu,Jili,Buyabu,20,62,39
A. Sambi Lokonga,Albert-Mboyo,Sambi Lokonga,24,"1359, 42",39
W. Foderingham,Wesley Andrew,Foderingham,32,62,39
A. Ahmedhodžić,Anel,Ahmedhodžić,24,62,39
E. Adebayo,Elijah Anuoluwapo Oluwaferanmi,Ayomikulehin Adebayo,25,1359,39
C. Morris,Carlton John,Morris,28,1359,39
G. Baldock,George Henry Ivor,Baldock,30,62,39
C. Basham,Christopher Paul,Basham,35,62,39
J. Egan,John,Egan,31,62,39
J. Bogle,Jayden Ian,Bogle,23,62,39
J. Robinson,Jack,Robinson,30,62,39
A. Davies,Adam Rhys,Davies,31,62,39
J. Brown,Jacob Samuel,Brown,25,1359,39
C. Woodrow,Cauley,Woodrow,29,1359,39
M. Lowe,Max Josef,Lowe,26,62,39
A. Trusty,Auston Levi-Jesaiah,Trusty,25,"62, 42",39
L. Thomas,Luke Jonathan,Thomas,22,62,39
J. Amissah,Jordan,Yamoah Amissah,22,62,39
Z. Nelson,Zack,Nelson,18,1359,39
J. Luker,Jayden,Luker,18,1359,39
J. Burger,Jake  John Philip,Burger,19,1359,39
M. Nakamba,Marvelous,Nakamba,29,"1359, 66",39
J. Kluivert,Justin Dean,Kluivert,24,35,39
T. Chong,Tahith Jose Girigorio,Djorkaef Chong,24,1359,39
R. Barkley,Ross,Barkley,30,1359,39
T. Kaminski,Thomas,Kaminski,31,1359,39
M. Andersen,Mads Juel,Andersen,26,1359,39
T. Krul,Timothy Michael,Krul,35,1359,39
A. Semenyo,Antoine Serlom,Semenyo,23,35,39
R. Burke,Reece Frederick,James Burke,27,1359,39
A. Bell,Amari'i Kyren,Bell,29,1359,39
J. Shea,James William,Shea,32,1359,39
D. Potts,Daniel,Potts,29,1359,39
L. Berry,Luke David,Berry,31,1359,39
P. Mpanzu,Pelly Ruddock,Mpanzu,29,1359,39
K. Moore,Kieffer Roberto Francisco,Moore,31,35,39
J. Clark,Jordan Charles,Clark,30,1359,39
T. Lockyer,Thomas Alun,Lockyer,29,1359,39
G. Osho,Gabriel Jeremiah,Adedayo Osho,25,1359,39
T. Mengi,Teden Mambuene,Mengi,21,"1359, 33",39
J. Johnson,Joseph Nathan,Johnson,17,1359,39
N. Vlašić,Nikola,Vlašić,26,48,39
K. Mbabu,Melingo Kevin,Mbabu,28,36,39
T. Adams,Tyler Shaan,Adams,24,35,39
P. Billing,Philip,Anyanwu Billing,27,35,39
R. Freuler,Remo Marco,Freuler,31,65,39
I. Ndiaye,Iliman Cheikh,Baroy Ndiaye,23,62,39
K. Davis,Keinan Vincent Joseph,Davis,25,66,39
M. Tavernier,Marcus Joseph,Tavernier,24,35,39
D. Undav,Deniz,Undav,27,51,39
G. Scamacca,Gianluca,Scamacca,24,48,39
H. Traorè,Hamed Junior,Traorè,23,35,39
L. Sinisterra,Luis Fernando,Sinisterra Lucumí,24,35,39
G. Kilkenny,Gavin,Kilkenny,23,35,39
M. Kovář,Matěj,Kovář,23,33,39
F. Balogun,Folarin Jerry,Balogun,22,42,39
R. Khadra,Reda Jousef,Khadra,22,51,39
J. Tanganga,Japhet Manzambi,Tanganga,24,47,39
J. O&apos;Brien,Jake,O'Brien,22,52,39
D. Ouattara,Dango Aboubacar Faissal,Ouattara,21,35,39
Diego Moreira,Diego Manuel Jadon,da Silva Moreira,19,49,39
P. Aubameyang,Pierre-Emerick Emiliano Franço,Aubameyang,34,49,39
Daniel Podence,Daniel,Castelo Podence,28,39,39
E. Ampadu,Ethan Kwame Colm Raymond,Ampadu,23,49,39
Gustavo Scarpa,Gustavo Henrique,Furtado Scarpa,29,65,39
S. Cook,Steve Anthony,Cook,32,65,39
R. Fraser,Ryan,Fraser,29,34,39
K. Darlow,Karl,Darlow,33,34,39
J. Hendrick,Jeffrey Patrick,Hendrick,31,34,39
M. Holgate,Mason Anthony,Holgate,27,45,39
J. Rodon,Joseph Peter,Rodon,26,47,39
O. Richards,Omar,Tyrell Crawford Richards,25,65,39
F. Downes,Flynn,Downes,24,48,39
N. Bishop,Nathan James,Bishop,24,33,39
K. Kozłowski,Kacper Szymon,Kozłowski,20,51,39
B. Williams,Brandon Paul Brian,Williams,23,33,39
J. Anthony,Jaidon Kya Denley,Anthony,24,35,39
T. Cannon,Thomas Christopher,Cannon,21,45,39
O. Hutchinson,Omari Elijah,Giraud-Hutchinson,20,49,39
Marquinhos,Marcus Vinícius,Oliveira Alencar,20,42,39
M. Burstow,Mason Paul James,Burstow,20,49,39
Hwang Ui-Jo,Ui-Jo,Hwang,31,65,39
J. Lewis,Jamal Piaras,Lewis,25,34,39
M. Šarkić,Matija,Šarkić,26,39,39
F. Onyedinma,Wilfred,Oluwafemi Onyedinma,27,1359,39
A. Connolly,Aaron Anthony,Connolly,23,51,39
S. Dembélé,Ben Siriki,Dembélé,27,35,39
J. Hill,James Clayton,Hill,21,35,39
L. O&apos;Brien,Lewis John,O'Brien,25,65,39
A. Campbell,Allan,Campbell,25,1359,39
S. Twine,Scott Edward,Twine,24,44,39
L. McNally,Luke,McNally,24,44,39
A. Moran,Andrew,Moran,20,51,39
J. Philogene,Jaden,Philogene-Bidace,21,66,39
L. Cundle,Luke James,Cundle,21,39,39
B. Humphreys,Bashir,Humphreys,20,49,39
J. Stansfield,Jay,Stansfield,21,36,39
J. Sarmiento,Jeremy Leonel,Sarmiento Morante,21,51,39
B. Thomas,Bobby Craig,Thomas,22,44,39
Y. Ayari,Yasin,Abbas Ayari,20,51,39
S. Revan,Sebastian,Revan,20,66,39
Thiago Silva,Thiago,Emiliano da Silva,39,49,39
O. Vlachodimos,Odysseas,Vlachodimos,29,65,39
Diogo Dalot,José Diogo,Dalot Teixeira,24,33,39
L. Shaw,Luke Paul Hoare,Shaw,28,33,39
K. Mavropanos,Konstantinos,Mavropanos,26,48,39
C. Hudson-Odoi,Callum James,Hudson-Odoi,23,"65, 49",39
E. Krafth,Emil Henry Kristoffer,Krafth,29,34,39
Ł. Fabiański,Łukasz Marek,Fabiański,38,48,39
J. Durán,Jhon Jader,Durán Palacio,20,66,39
D. Calvert-Lewin,Dominic Nathaniel,Calvert-Lewin,26,45,39
J. Evans,Jonathan Grant,Evans,35,33,39
J. Tomkins,James Oliver Charles,Tomkins,34,52,39
M. Travers,Mark,Travers,24,35,39
P. Dummett,Paul,Dummett,32,34,39
Javier Manquillo,Javier,Manquillo Gaitán,29,34,39
D. Burn,Daniel Johnson,Burn,31,34,39
S. Johnstone,Samuel Luke,Johnstone,30,52,39
H. Reed,Harrison James,Reed,28,36,39
S. Banks,Scott Brian,Banks,22,52,39
M. Karbownik,Michał,Karbownik,22,51,39
C. Gakpo,Cody Mathès,Gakpo,24,40,39
J. Henderson,Jordan Brian,Henderson,33,40,39
Fabinho,Fábio Henrique,Tavares,30,40,39
A. Mitrović,Aleksandar,Mitrović,29,36,39
D. O&apos;Shea,Dara Joseph,O'Shea,24,44,39
D. Gray,Demarai Ramelle,Gray,27,45,39
D. Solanke,Dominic Ayodele,Solanke-Mitchell,26,35,39
T. Kongolo,Terence,Kongolo,29,36,39
D. Spence,Diop Tehuti,Djed-Hotep Spence,23,47,39
O. Watkins,Oliver George Arthur,Watkins,28,66,39
A. Doughty,Alfie Henry,Harman Doughty,24,1359,39
Hwang Hee-Chan,Hee-Chan,Hwang,27,39,39
C. Romero,Cristian Gabriel,Romero,25,47,39
M. Trésor,Mike,Trésor Ndayishimiye,24,44,39
F. Pellistri,Facundo,Pellistri Rebollo,22,33,39
T. Mitchell,Tyrick Kwon,Mitchell,24,52,39
T. O&apos;Reilly,Tommi Dylan,O'Reilly,20,66,39
K. Casey,Kaelan,Casey,19,48,39
W. Osula,William Idamudia,Daugaard Osula,20,62,39
L. De Fougerolles,Luc,Rollet De Fougerolles,18,36,39
M. Greenwood,Mason Will John,Greenwood,22,33,39
Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,27,39,39
K. Tierney,Kieran,Tierney,26,42,39
S. Alzate,Steven,Alzate,25,51,39
Guaita,Vicente,Guaita Panadero,36,52,39
Sergi Canós,Sergi,Canós Tenés,26,55,39
A. Saint-Maximin,Allan Irénée,Saint-Maximin,26,34,39
A. Zeqiri,Andi Avdi,Zeqiri,24,51,39
D. Costelloe,Dara James Morgan,Costelloe,21,44,39
N. Phillips,Nathaniel Harry,Phillips,26,40,39
A. Mighten,Alexander Cole,Mighten,21,65,39
M. Lewis,Marcel David,Lewis,22,44,39
O. Zych,Oliwier,Zych,19,66,39
Chiquinho,Francisco Jorge,Tavares Oliveira,23,39,39
O. Offiah,Odeluga Joshua,Offiah,21,51,39
Álvaro Carreras,Álvaro,Fernández Carreras,20,33,39
M. Perrone,Máximo,Perrone,20,50,39
O. Kellyman,Omari Jamian,Kellyman,18,66,39
Youssef Chermiti,Youssef,Ramalho Chermiti,19,45,39
B. Clark,Bobby Lamont,Clark,18,40,39
E. Dennis,Emmanuel Bonaventure,Dennis,26,65,39
D. Sánchez,Davinson,Sánchez Mina,27,47,39
H. Kane,Harry Edward,Kane,30,47,39
H. Ziyech,Hakim,Ziyech,30,49,39
T. Ndombélé,Tanguy,Ndombélé Alvaro,27,47,39
João Cancelo,João Pedro,Cavaco Cancelo,29,50,39
E. Bailly,Eric Bertrand,Bailly,29,33,39
Fred,Frederico,Rodrigues de Paula Santos,30,33,39
J. Doku,Jérémy Baffour,Doku,21,50,39
S. Bastien,Samuel Christopher,Bastien Binda,27,44,39
Kepa,Kepa,Arrizabalaga Revuelta,29,49,39
N. Pépé,Nicolas,Pépé,28,42,39
W. Zaha,Dazet Wilfried,Armel Zaha,31,52,39
J. Álvarez,Julián,Álvarez,23,50,39
S. Surridge,Samuel William,Surridge,25,65,39
J. Shelvey,Jonjo,Shelvey,31,65,39
B. Peacock-Farrell,Bailey,Peacock-Farrell,27,44,39
M. Bech,Mads,Bech Sørensen,24,55,39
H. Ashby,Harrison Charles,Ashby,22,34,39
Y. Mosquera,Yerson,Mosquera Valdelamar,22,39,39
M. Akanji,Manuel Obafemi,Akanji,28,50,39
Sergio Gómez,Sergio,Gómez Martín,23,50,39
Rodri,Rodrigo,Hernández Cascante,27,50,39
Rúben Dias,Rúben,dos Santos Gato Alves Dias,26,50,39
Ederson,Ederson,Santana de Moraes,30,50,39
K. De Bruyne,Kevin,De Bruyne,32,50,39
Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,29,50,39
R. Nelson,Reiss Luke,Nelson,24,42,39
L. Trossard,Leandro,Trossard,29,42,39
M. Kovačić,Mateo,Kovačić,29,50,39
N. Aké,Nathan Benjamin,Aké,28,50,39
K. Phillips,Kalvin Mark,Phillips,28,50,39
J. Grealish,Jack Peter,Grealish,28,50,39
S. Carson,Scott Paul,Carson,38,50,39
S. Ortega,Stefan,Ortega Moreno,31,50,39
Matheus Nunes,Matheus Luiz,Nunes,25,"50, 39",39
Z. Steffen,Zackary Thomas,Steffen,28,50,39
O. Bobb,Oscar,Bobb,20,50,39
R. Lewis,Rico Henry Mark,Lewis,19,50,39
M. Hamilton,Micah Philippe Jude,Hamilton,20,50,39
T. Partey,Thomas,Teye Partey,30,42,39
O. Zinchenko,Oleksandr,Zinchenko,27,42,39
K. Havertz,Kai Lukas,Havertz,24,42,39
E. Smith Rowe,Emile,Smith Rowe,23,42,39
Mohamed Elneny,Mohamed Naser,Elsayed Elneny,31,42,39
B. Saka,Bukayo Ayoyinka Temidayo,Saka,22,42,39
E. Nketiah,Edward,Keddar Nketiah,24,42,39
Jorginho,Jorge Luiz,Frello Filho,32,42,39
T. Tomiyasu,Takehiro,Tomiyasu,25,42,39
D. Rice,Declan,Rice,24,"42, 48",39
M. Ødegaard,Martin,Ødegaard,25,42,39
J. Timber,Jurriën David Norman,Timber,22,42,39
Fábio Vieira,Fábio Daniel,Ferreira Vieira,23,42,39
J. Kiwior,Jakub Piotr,Kiwior,23,42,39
Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,22,42,39
J. Lannin-Sweet,James,Lannin-Sweet,19,42,39
C. Sagoe,Charles Kwame,Sagoe Junior,19,42,39
A. Cozier-Duberry,Amario Oswald Gerardo,Cozier-Duberry,18,42,39
R. Walters,Reuell Joshua,Walters,19,42,39
B. Ibrahim,Bradley,Ibrahim,19,42,39
Philippe Coutinho,Philippe,Coutinho Correia,31,66,39
Cédric Soares,Cédric Ricardo,Alves Soares,32,42,39
Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,31,40,39
R. Mahrez,Riyad Karim,Mahrez,32,50,39
E. Haaland,Erling,Braut Haaland,23,50,39
R. Rúnarsson,Rúnar Alex,Rúnarsson,28,42,39
S. Benrahma,Mohamed Saïd,Benrahma,28,48,39
David Raya,David,Raya Martin,28,"42, 55",39
B. White,Benjamin William,White,26,42,39
A. Ramsdale,Aaron Christopher,Ramsdale,25,42,39
R. Aït-Nouri,Rayan,Aït-Nouri,22,39,39
N. Aguerd,Nayef,Aguerd,27,48,39
W. Saliba,William Alain André Gabriel,Saliba,22,42,39
Gabriel Magalhães,Gabriel,dos Santos Magalhães,26,42,39
G. Biancone,Giulian,Biancone,23,65,39
J. Panzo,Jonathan William,Panzo,23,65,39
J. Gvardiol,Joško,Gvardiol,21,50,39
K. Hein,Karl Jakob,Hein,21,42,39
K. Young,Kadan,Young,17,66,39
I. Samuels-Smith,Ishé Barrington,Samuels-Smith,17,49,39
João Cancelo,João Pedro,Cavaco Cancelo,29,50,39
K. Tierney,Kieran,Tierney,26,42,39
Kepa,Kepa,Arrizabalaga Revuelta,29,49,39
Sergi Canós,Sergi,Canós Tenés,26,55,39
Chiquinho,Francisco Jorge,Tavares Oliveira,23,39,39
M. Perrone,Máximo,Perrone,20,50,39
