team_id,player_id,p_firstname,p_lastname,p_age,p_nationality,season
2256,343546,Ersi,Syla,19.0,Albania,2023
2256,344263,Ledjo,Tresa,19.0,Albania,2023
2256,348209,Stiven,Bibo,21.0,Albania,2023
2256,388991,Olsi,Myrta,18.0,Albania,2023
2256,405939,Santino,Biba,19.0,Albania,2023
2256,406273,Simone,Marku,23.0,Albania,2023
2256,435256,Oegi,Cena,20.0,Albania,2023
2256,435257,Emanuil,Guci,19.0,Albania,2023
2256,3588,Mario,Dajsinani,26.0,Albania,2023
2256,3918,Mario,Barjamaj,26.0,Albania,2023
2256,8596,Sebastjan,Spahiu,25.0,Albania,2023
2256,162235,Ajdi,Dajko,22.0,Albania,2023
2256,162299,Endrit,Marku,23.0,Albania,2023
2256,298011,Segerso,Geci,23.0,Albania,2023
2256,315987,Arlind,Kurti,19.0,Albania,2023
2256,335200,Luis Paulo,Silva Júnior,24.0,Brazil,2023
2256,373462,Ortelio,Biba,20.0,Albania,2023
2256,435255,Khalil,Taleb,20.0,Albania,2023
2256,438171,Agan,Mjaki,21.0,Albania,2023
2256,438172,Frenc,Valteri,19.0,Albania,2023
2256,451305,Eldi,Pojana,19.0,Albania,2023
3320,3480,Klejdi,Daci,25.0,Albania,2023
3320,3551,Klinti,Qato,26.0,Albania,2023
3320,3559,Lorenco,Vila,25.0,Albania,2023
3320,3665,Realdo,Fili,28.0,Albania,2023
3320,3669,Aldrit,Oshafi,23.0,Albania,2023
3320,4237,Mario,Gjata,24.0,Albania,2023
3320,58454,Rodrigo Emilio,Faust,29.0,Argentina,2023
3320,156234,Aldi,Gjumsi,22.0,Albania,2023
3320,179939,Ardit,Iljazi,24.0,North Macedonia,2023
3320,290756,Dijar,Nikqi,20.0,Albania,2023
3320,302087,Reild,Kurti,22.0,Albania,2023
3320,340689,Arseld,Halilaj,19.0,Albania,2023
3320,348290,Klevis,Bebeziqi,21.0,Albania,2023
3320,353054,Albin,Elezi,22.0,Albania,2023
3320,356531,Albi,Salobehaj,20.0,Albania,2023
3320,368531,Alisio,Preloshi,21.0,Albania,2023
3320,382980,Muço,Boçi,21.0,Albania,2023
3320,382981,Jurgen,Muka,22.0,Albania,2023
3320,382982,Klaid,Hoxha,23.0,Albania,2023
3320,382984,Rigel,Tepshi,21.0,Albania,2023
3320,3496,Arbër,Çyrbja,31.0,Albania,2023
3320,3515,Blerim,Kotobelli,32.0,Albania,2023
3320,3545,Ledio,Beqja,23.0,Albania,2023
3320,3547,Artan,Jazxhi,23.0,Albania,2023
3320,3631,Asjon,Daja,34.0,Albania,2023
3320,3635,Erando,Karabeci,36.0,Albania,2023
3320,3716,Harallamb,Qaqi,31.0,Albania,2023
3320,3757,Arsid,Kruja,31.0,Albania,2023
3320,3829,Elton,Vata,26.0,Albania,2023
3320,71579,Ergys,Peposhi,24.0,Albania,2023
3320,74606,Albi,Alla,31.0,Albania,2023
3320,156233,Alban,Çejku,23.0,Albania,2023
3320,204108,Matias,Lloci,24.0,Belgium,2023
3320,271051,Elmando,Gjini,22.0,Albania,2023
3320,290136,David,Gjinollari,25.0,Albania,2023
3320,326099,Endri,Dema,20.0,Albania,2023
3320,394993,Aljon,Damini,18.0,Albania,2023
3320,395002,Ergis,Arifi,17.0,Albania,2023
3320,395003,Fatmir,Koçi,18.0,Albania,2023
3320,437896,Devit,Demircani,19.0,Albania,2023
3326,3559,Lorenco,Vila,26.0,Albania,2023
3326,3702,Ersil,Ymeri,29.0,Albania,2023
3326,30945,Luca,Crosta,25.0,Italy,2023
3326,56682,Dávid,Ivan,28.0,Slovakia,2023
3326,74658,Indrit,Prodani,26.0,Albania,2023
3326,90368,Luis,Kaçorri,26.0,Albania,2023
3326,125248,Ali,Samake,24.0,Mali,2023
3326,147810,Xhoel,Plaku,23.0,Albania,2023
3326,215855,Veton,Tusha,22.0,Kosovo,2023
3326,278744,Baton,Zabërgja,23.0,Kosovo,2023
3326,278842,Ardit,Tahiri,22.0,Kosovo,2023
3326,343568,Oresti,Kasmollari,18.0,Albania,2023
3326,368531,Alisio,Preloshi,20.0,Albania,2023
3326,384604,Sinan,Dani,20.0,Albania,2023
3326,386260,Jordi,Jaku,18.0,Albania,2023
3326,404516,Alen,Ndreu,19.0,Albania,2023
3326,405512,Igli,Rrapi,19.0,Albania,2023
3326,405517,Fabjan,Përndreca,17.0,Albania,2023
3326,406275,Amarildo,Gjoni,25.0,Albania,2023
3326,426282,Blend,Krasniqi,20.0,Kosovo,2023
3326,3582,Erisildo,Smaçi,26.0,Albania,2023
3326,3651,Rustem,Hoxha,33.0,Albania,2023
3326,3704,Patrik,Bardhi,26.0,Albania,2023
3326,3765,Ilir,Allmuça,28.0,Albania,2023
3326,3903,Stivian,Janku,27.0,Albania,2023
3326,4174,Redon,Danaj,24.0,Albania,2023
3326,13183,Juan Camilo,Mesa Antúnez,26.0,Colombia,2023
3326,15428,Lorran,de Oliveira Quintanilha,28.0,Brazil,2023
3326,26804,Fatjon,Andoni,33.0,Albania,2023
3326,41978,José Denisson,Silva dos Santos,27.0,Brazil,2023
3326,137402,Jorgo,Meksi,29.0,Albania,2023
3326,162303,Silvio,Vokrri,23.0,Albania,2023
3326,162961,Mory,Bamba,22.0,Côte d'Ivoire,2023
3326,182019,Alesio,Mija,23.0,Albania,2023
3326,196342,Albion,Marku,24.0,Albania,2023
3326,297693,Jocelin,Behiratche,24.0,Côte d'Ivoire,2023
3326,391965,Dejvi,Duro,18.0,Albania,2023
3326,408471,Karamba,Gassama,19.0,Gambia,2023
3326,436867,Bakary,Goudiaby,23.0,Senegal,2023
3326,454730,Kilian,Çuni,25.0,Germany,2023
3326,3561,Edmir,Sali,27.0,Albania,2023
3326,109589,Bekim,Redjepi,28.0,North Macedonia,2023
3326,436866,Rajan,Guci,18.0,Albania,2023
3327,3621,Jurgen,Goxha,32.0,Albania,2023
3327,4239,Redon,Mihana,25.0,Albania,2023
3327,47470,Raphael,Dwamena,28.0,Ghana,2023
3327,3961,Flavio,Meçja,23.0,Albania,2023
3327,3522,Emiljano,Musta,32.0,Albania,2023
3327,31022,Redi,Kasa,23.0,Albania,2023
3327,106374,Vüsal,İsgəndərli,29.0,Azerbaijan,2023
3327,405512,Igli,Rrapi,20.0,Albania,2023
3327,14021,Jurguens Josafat,Montenegro Vallejo,24.0,Costa Rica,2023
3327,4237,Mario,Gjata,24.0,Albania,2023
3327,382523,Lorougnon Henri Joël,Doukouo,22.0,Côte d'Ivoire,2023
3327,69987,Juozas,Lubas,22.0,Lithuania,2023
3327,105483,Arbin,Zejnullai,25.0,Albania,2023
3327,8596,Sebastjan,Spahiu,25.0,Albania,2023
3327,452824,Irdi,Morina,20.0,Albania,2023
3327,3949,Donald,Mëllugja,29.0,Albania,2023
3327,10032,Fernando,Medeiros da Silva,28.0,Brazil,2023
3327,152845,Melih,İbrahimoğlu,24.0,Türkiye,2023
3327,311880,Alessandro,Ahmetaj,24.0,Italy,2023
3327,3661,Albano,Aleksi,32.0,Albania,2023
3327,48549,Arbenit,Xhemajli,26.0,Kosovo,2023
3327,163367,Rezart,Rama,24.0,Albania,2023
3327,3687,Edison,Ndreca,30.0,Albania,2023
3327,303090,Mohamed Lemine,Hawbott Dah,22.0,Mauritania,2023
3327,3743,Renato,Malota,35.0,Albania,2023
3327,31673,Hysen,Memolla,32.0,Albania,2023
3327,243817,François André,Dulysse,25.0,Haiti,2023
3327,3566,Abdurraman,Fangaj,27.0,Albania,2023
3327,131504,Loti,Celina,24.0,Kosovo,2023
3327,3925,Ilir,Dabjani,23.0,Albania,2023
3327,3737,Alen,Sherri,27.0,Albania,2023
3327,69191,Sadik,Basha,22.0,Albania,2023
3327,3666,Erald,Hyseni,25.0,Albania,2023
3327,389474,James Gbenga,Ayinde,23.0,Nigeria,2023
3327,3526,Gersi,Diamanti,25.0,Albania,2023
3327,74480,Bledar,Lila,24.0,Albania,2023
3327,3457,Sodiq Ololade,Atanda,31.0,Nigeria,2023
3327,3935,Alessandro,Kacbufi,23.0,Albania,2023
3327,3680,Bruno,Puja,24.0,Albania,2023
3327,3903,Stivian,Janku,27.0,Albania,2023
3327,3953,Geri,Selita,23.0,Albania,2023
3327,4231,Skerdilajd,Levendi,23.0,Albania,2023
3327,7514,Jackson Kenio,Santos Laurentino,25.0,Brazil,2023
3327,67102,Ilir,Camaj,28.0,Montenegro,2023
3327,72582,Eduards,Emsis,28.0,Latvia,2023
3327,169262,Gytis,Paulauskas,25.0,Lithuania,2023
3327,237232,Hamzat Basit,Ojediran,21.0,Nigeria,2023
3327,321771,Michael,Agbekpornu,26.0,Ghana,2023
3329,3474,Kristi,Kote,26.0,Albania,2023
3329,3490,Gëzim,Krasniqi,34.0,Albania,2023
3329,3675,Elian,Çelaj,25.0,Albania,2023
3329,3754,Silvio,Zogaj,27.0,Albania,2023
3329,3827,Mario,Mara,21.0,Albania,2023
3329,3833,Amer,Duka,25.0,Albania,2023
3329,3901,Elis,Doksani,25.0,Albania,2023
3329,3961,Flavio,Meçja,23.0,Albania,2023
3329,4239,Redon,Mihana,25.0,Albania,2023
3329,6525,Rodrigo Javier,Migone,28.0,Argentina,2023
3329,37022,Agim,Zeka,26.0,Albania,2023
3329,43657,Thierno,Thioub,25.0,Senegal,2023
3329,147801,Danilo,Gecaj,23.0,Albania,2023
3329,201780,Paul Seun,Komolafe,24.0,Nigeria,2023
3329,278356,Agustín Daniel,Rojas,25.0,Argentina,2023
3329,305030,Vitor,Leão Damasceno,25.0,Brazil,2023
3329,320817,Sokol,Kiqina,22.0,Kosovo,2023
3329,353662,Elvis,Gjoni,23.0,Albania,2023
3329,391856,Edi,Isteri,20.0,Albania,2023
3329,392246,Klodian,Pjetri,20.0,Albania,2023
3329,3456,Dashamir,Xhika,35.0,Albania,2023
3329,3457,Sodiq Ololade,Atanda,31.0,Nigeria,2023
3329,3680,Bruno,Puja,24.0,Albania,2023
3329,3690,Adolf,Selmani,24.0,Albania,2023
3329,3851,Rejnaldo,Troplini,30.0,Albania,2023
3329,3913,Ardit,Peposhi,31.0,Albania,2023
3329,3935,Alessandro,Kacbufi,23.0,Albania,2023
3329,4277,Anteo,Osmanllari,26.0,Albania,2023
3329,4280,Klevis,Hasanbelli,27.0,Albania,2023
3329,67223,Andrei,Alba,29.0,Brazil,2023
3329,74586,Florijan,Kadriu,28.0,North Macedonia,2023
3329,100628,Younes,Bnou Marzouk,28.0,Morocco,2023
3329,109576,Nehar,Sadiki,26.0,North Macedonia,2023
3329,169481,Amir,Kahrimanović,25.0,Croatia,2023
3329,323589,Arlind,Dakaj,23.0,Switzerland,2023
3329,391857,Kristi,Bespallov,19.0,Albania,2023
3329,391858,Luan,Lleshi,18.0,Kosovo,2023
3329,403580,Bekim,Maliqi,23.0,Kosovo,2023
3329,454227,Auron,Ademi,23.0,Kosovo,2023
3339,3475,Esat,Mala,26.0,Albania,2023
3339,3738,Entoni,Shkoza,22.0,Albania,2023
3339,3749,Ardit,Krymi,28.0,Albania,2023
3339,41343,Bruno,Gomes de Oliveira Conceição,28.0,Brazil,2023
3339,45501,Miloš,Stojanović,27.0,Serbia,2023
3339,53555,Bekim,Balaj,33.0,Albania,2023
3339,74524,Xhelil,Asani,29.0,North Macedonia,2023
3339,105991,Lorik,Boshnjaku,29.0,Kosovo,2023
3339,109511,Darko,Dodev,25.0,North Macedonia,2023
3339,109646,Konstantin,Cheshmedzhiev,27.0,North Macedonia,2023
3339,140971,Ildi,Gruda,25.0,Albania,2023
3339,277767,Mehdi,Çoba,24.0,Albania,2023
3339,321420,Geralb,Smajli,22.0,Albania,2023
3339,338109,Flori,Spahija,21.0,Albania,2023
3339,338110,Rejan,Alivoda,21.0,Albania,2023
3339,387358,Antonio,Delaj,21.0,Albania,2023
3339,394994,Egert,Selmani,18.0,Albania,2023
3339,419649,Gledjan,Pusi,22.0,Albania,2023
3339,442139,Ersi,Zaganjori,19.0,Albania,2023
3339,442858,Kevin,Dodaj,19.0,Albania,2023
3339,3540,Esin,Hakaj,28.0,Albania,2023
3339,3735,Kristi,Qarri,24.0,Albania,2023
3339,3832,Redon,Dragoshi,24.0,Albania,2023
3339,3865,Jurgen,Mehidri,27.0,Albania,2023
3339,4336,Dritmir,Beci,28.0,Albania,2023
3339,14614,Marko,Jurić,30.0,Croatia,2023
3339,135226,Eslit,Sala,24.0,Albania,2023
3339,315014,Bujar,Hajdari,22.0,North Macedonia,2023
3339,321421,Klejdi,Paloka,22.0,Albania,2023
3339,338097,Elidon,Dulaj,23.0,Albania,2023
3339,338108,Paulo,Pjeshka,21.0,Albania,2023
3339,390632,Aron,Jukaj,19.0,Albania,2023
3339,405801,Andrey Yago,da Silva Mesquita Almeida,27.0,Brazil,2023
3339,442859,Xhuljan,Kapllanaj,20.0,Albania,2023
904,4456,Abderrahmane,Bourdim,30.0,Algeria,2023
904,4483,Miloud,Rebiai,31.0,Algeria,2023
904,22295,Ahmedine,Daoudi,22.0,France,2023
904,44527,Azzedine,Doukha,37.0,Algeria,2023
904,69306,Ali,Reghba,23.0,Republic of Ireland,2023
904,129818,Abdelmoumen,Chikhi,28.0,Algeria,2023
904,149341,Belaïd,Hamidi,28.0,Algeria,2023
904,152763,Merouane,Zerrouki,23.0,Algeria,2023
904,212188,Islam,Bouloudène,28.0,Algeria,2023
904,237204,Leonel,Wamba Djouffo,22.0,Cameroon,2023
904,291533,Ahmed,Abdelkader,25.0,France,2023
904,292923,Abdelmalek,Elmenaouer,26.0,Algeria,2023
904,296459,Haroune,Benmenni,23.0,Algeria,2023
904,296519,Aymen,Belaribi,23.0,Algeria,2023
904,340058,Mohammed fodil,Belkhadem,21.0,Algeria,2023
904,352890,Lounas,Adjout,21.0,Algeria,2023
904,393217,Necer Marouane,Benzid,23.0,Algeria,2023
904,409969,Youcef,Zaouchi,21.0,Algeria,2023
904,409970,Abdel Ali,Hammadi,20.0,Algeria,2023
904,409971,Abdelghani,Tebbani,20.0,Algeria,2023
904,4377,Abdelraouf,Benguit,28.0,Algeria,2023
904,4387,Abderrahmane,Meziane Bentahar,30.0,Algeria,2023
904,4393,Aimen,Bouguerra,27.0,Algeria,2023
904,4497,Youcef Amine,Laouafi,28.0,Algeria,2023
904,4499,Mohamed Islam,Bakir,28.0,Algeria,2023
904,4572,Zineddine,Boutmène,24.0,Algeria,2023
904,4607,Chouaïb,Keddad,30.0,Algeria,2023
904,4610,Housseyn,Selmi,31.0,Algeria,2023
904,19301,Adlène,Guédioura,39.0,Algeria,2023
904,31687,Lamin,Jallow,29.0,Gambia,2023
904,37131,Oussama,Darfalou,31.0,Algeria,2023
904,152761,Talal,Boussouf,23.0,Algeria,2023
904,203462,Mamadou,Samake,24.0,Mali,2023
904,292063,Achraf,Boudrama,28.0,Algeria,2023
904,293845,Mouad,Hadded,27.0,Algeria,2023
904,296521,Mounir,Belhaidja,23.0,Algeria,2023
904,296522,Chemseddine,Bekkouche,23.0,Algeria,2023
904,296523,Mohamed Islem,Belkhir,23.0,Algeria,2023
904,317375,Akram,Bouras,22.0,Algeria,2023
904,426206,Zouheyr,Benyoub,22.0,Algeria,2023
904,3166,Mokhtar,Belkhither,32.0,Algeria,2023
904,4535,Houcine,Benayada,32.0,Algeria,2023
904,23107,Alexis Benoit,Guendouz,28.0,Algeria,2023
904,44557,Adi Raïs Cobos Adrien,Ouahab M'Bolhi,38.0,Algeria,2023
904,317376,Mohamed,Azzi,22.0,Algeria,2023
904,369470,Redouane,Maachou,23.0,Algeria,2023
905,4388,Mokhtar,Ferrahi,27.0,Algeria,2023
905,4489,Abdelmoumene,Djabou,36.0,Algeria,2023
905,4557,Zakaria,Bouhalfaya,26.0,Algeria,2023
905,4643,Bassem,Chaouti,32.0,Algeria,2023
905,4759,Kousseila,Temericht,25.0,Algeria,2023
905,4941,Walid,Zamoum,27.0,Algeria,2023
905,21062,Saïd,Arab,23.0,France,2023
905,70949,Duval,Wapiwo,23.0,Cameroon,2023
905,107485,Enow Nasir,bin Adolf Nkembe,24.0,Cameroon,2023
905,129851,Kheireddine,Benamrane,29.0,Algeria,2023
905,129868,Zerroug,Boucif,23.0,Algeria,2023
905,133968,Hamza,Salem,25.0,Algeria,2023
905,292647,Houssem Eddine,Ouassini,24.0,Algeria,2023
905,292926,Islem,Chebbour,27.0,Algeria,2023
905,292994,Godwin Chika,Okwara,26.0,Nigeria,2023
905,293281,Youcef,Dali,24.0,Algeria,2023
905,294116,Tarek,Belouchat,26.0,Algeria,2023
905,296337,Youcef,Fellahi,21.0,Algeria,2023
905,297196,Mohamed Aimen,Akziz,23.0,Algeria,2023
905,386776,Youcef,Serraoui,23.0,Algeria,2023
905,4492,Ibrahim,Hachoud,24.0,Algeria,2023
905,4527,Aïmen Abdelaziz,Lahmeri,28.0,Algeria,2023
905,4549,Mohamed Nassim,Yattou,33.0,Algeria,2023
905,4794,Larbi,Tabti,31.0,Algeria,2023
905,4934,Fouad,Ghanem,27.0,Algeria,2023
905,21042,Amir,Nouri,30.0,France,2023
905,45221,Souleymane,Coulibaly,30.0,Côte d'Ivoire,2023
905,149341,Belaïd,Hamidi,28.0,Algeria,2023
905,212188,Islam,Bouloudène,29.0,Algeria,2023
905,292648,Ammar Abdelmalek,Oukil,28.0,Algeria,2023
905,296338,Mohamed Messaoud,Salem,21.0,Algeria,2023
905,344672,Mohamed Said,Benchoucha,26.0,Algeria,2023
905,354870,Yacine,Zeghad,23.0,Algeria,2023
905,367990,Mohamed Imed,Reguig,22.0,Algeria,2023
905,370920,Rachid,Boumessous,22.0,Algeria,2023
905,383713,Abdelhak,Haskar,,Algeria,2023
905,402802,Rafik,Douib,22.0,Algeria,2023
905,415377,Zine Eddine,Ben Boulaid,30.0,Algeria,2023
905,427298,Bassem,Mechaar,21.0,Algeria,2023
905,439193,Amir,Yahia,28.0,Algeria,2023
